,start,stop,strand,gene_name,length,operon
b4144,4372809,4373162,+,yjeI,353,yjeI
b4145,4373365,4374234,-,yjeJ,869,yjeJ
b4146,4374629,4375657,-,epmB,1028,epmB
b4147,4375699,4376265,+,efp,566,efp
b4148,4376875,4377192,+,gdx,317,sugE
b4149,4377189,4377722,-,blc,533,blc
b4150,4377811,4378944,-,ampC,1133,ampC
b4151,4379007,4379366,-,frdD,359,frdABCD 
b4152,4379377,4379772,-,frdC,395,frdABCD 
b4153,4379783,4380517,-,frdB,734,frdABCD 
b4154,4380510,4382318,-,frdA,1808,frdABCD 
b4155,4382643,4383620,+,epmA,977,epmA
b4156,4383839,4385341,+,yjeM,1502,yjeM
b4157,4385393,4385707,+,yjeN,314,yjeNO
b4158,4385704,4386018,+,yjeO,314,yjeNO
b4159,4386047,4389370,-,mscM,3323,psd-mscM
b4160,4389392,4390360,-,psd,968,psd-mscM
b4161,4390457,4391509,-,rsgA,1052,rsgA
b4162,4391604,4392149,+,orn,545,orn
b4163,4392360,4392435,+,glyV,75,glyVXY
b4164,4392472,4392547,+,glyX,75,glyVXY
b4165,4392583,4392658,+,glyY,75,glyVXY
b4166,4392928,4394067,-,queG,1139,queG
b4167,4394066,4395613,+,nnr,1547,yjeFE-amiB-mutL-miaA-hfq-hflXKC 
b4168,4395585,4396046,+,tsaE,461,tsaE-amiB-mutL-miaA-hfq-hflXKC 
b4169,4396065,4397402,+,amiB,1337,tsaE-amiB-mutL-miaA-hfq-hflXKC 
b4170,4397412,4399259,+,mutL,1847,tsaE-amiB-mutL-miaA-hfq-hflXKC 
b4171,4399252,4400202,+,miaA,950,tsaE-amiB-mutL-miaA-hfq-hflXKC 
b4172,4400288,4400596,+,hfq,308,tsaE-amiB-mutL-miaA-hfq-hflXKC 
b4173,4400672,4401952,+,hflX,1280,tsaE-amiB-mutL-miaA-hfq-hflXKC 
b4174,4402038,4403297,+,hflK,1259,tsaE-amiB-mutL-miaA-hfq-hflXKC 
b4175,4403300,4404304,+,hflC,1004,tsaE-amiB-mutL-miaA-hfq-hflXKC 
b4176,4404386,4404583,+,yjeT,197,yjeT
b4177,4404687,4405985,+,purA,1298,purA
b4178,4406190,4406615,+,nsrR,425,nsrR-rnr-rlmB-yjfI
b4179,4406654,4409095,+,rnr,2441,nsrR-rnr-rlmB-yjfI
b4180,4409275,4410006,+,rlmB,731,nsrR-rnr-rlmB-yjfI
b4181,4410133,4410534,+,yjfI,401,nsrR-rnr-rlmB-yjfI 
b4182,4410553,4411251,+,yjfJ,698,yjfIJ
b4183,4411302,4411961,+,yjfK,659,yjfKLMC
b4184,4411979,4412377,+,yjfL,398,yjfKLMC
b4185,4412387,4413025,+,yjfM,638,yjfKLMC
b4186,4413028,4414191,+,yjfC,1163,yjfKLMC
b4187,4414275,4415900,+,aidB,1625,aidB 
b4188,4416017,4416292,-,yjfN,275,yjfN
b4189,4416441,4416770,-,bsmA,329,bsmA
b4190,4416952,4417701,+,yjfP,749,yjfP
b4191,4417698,4418453,-,ulaR,755,ulaR
b4192,4418561,4419625,-,ulaG,1064,ulaG
b4193,4419980,4421377,+,ulaA,1397,ulaABCDEF
b4194,4421393,4421698,+,ulaB,305,ulaABCDEF
b4195,4421708,4422172,+,ulaC,464,ulaABCDEF
b4196,4422186,4422836,+,ulaD,650,ulaABCDEF
b4197,4422846,4423700,+,ulaE,854,ulaABCDEF
b4198,4423700,4424386,+,ulaF,686,ulaABCDEF
b4199,4424516,4424791,-,yjfY,275,yjfY
b4200,4425118,4425513,+,rpsF,395,rpsF-priB-rpsR-rplI
b4201,4425520,4425834,+,priB,314,rpsF-priB-rpsR-rplI
b4202,4425839,4426066,+,rpsR,227,rpsF-priB-rpsR-rplI
b4203,4426108,4426557,+,rplI,449,rpsF-priB-rpsR-rplI
b4204,4426628,4427422,-,yjfZ,794,yjfZ
b4205,4427694,4428095,+,ytfA,401,ytfA
b4206,4428079,4428717,-,ytfB,638,ytfB
b4207,4428935,4429555,+,fklB,620,fklB
b4208,4429864,4431276,+,cycA,1412,cycA
b4209,4431321,4431983,-,ytfE,662,ytfE
b4210,4432091,4433056,-,ytfF,965,ytfF
b4211,4433164,4434024,-,qorB,860,qorB
b4212,4434113,4434493,+,ytfH,380,ytfH
b4213,4434622,4436565,-,cpdB,1943,cpdB
b4214,4436755,4437495,+,cysQ,740,cysQ
b4215,4437707,4438645,+,ytfI,938,ytfI
b4216,4438708,4439262,-,ytfJ,554,ytfJ
b4217,4439587,4439793,+,ytfK,206,ytfK
b4218,4439872,4441215,-,paeA,1343,ytfL
b4219,4441538,4442176,-,msrA,638,msrA
b4220,4442382,4444115,+,tamA,1733,tamAB-ytfP
b4221,4444112,4447891,+,tamB,3779,tamAB-ytfP
b4222,4447894,4448235,+,ytfP,341,tamAB-ytfP
b4223,4447976,4448245,-,yzfA,269,yzfA
b4224,4448447,4448698,+,chpS,251,chpSB 
b4225,4448692,4449042,+,chpB,350,chpSB 
b4226,4449122,4449652,-,ppa,530,ppA
b4227,4449962,4450918,+,ytfQ,956,ytfQRT-yjfF
b4230,4452571,4453596,+,ytfT,1025,ytfQRT-yjfF
b4231,4453583,4454578,+,yjfF,995,ytfQRT-yjfF
b4232,4454611,4455609,-,fbp,998,fbp
b4233,4455785,4457158,+,mpl,1373,mpl 
b4234,4457314,4457865,-,yjgA,551,yjgA
b4235,4457959,4459311,+,tldE,1352,tldE
b4236,4459488,4459855,+,cybC,367,cybC
b4237,4459900,4460364,-,nrdG,464,nrdG 
b4238,4460522,4462660,-,nrdD,2138,nrdDG
b4239,4463054,4464709,-,treC,1655,treBC
b4240,4464759,4466180,-,treB,1421,treBC
b4241,4466299,4467246,-,treR,947,treR 
b4242,4467625,4470321,+,mgtA,2696,mgtA 
b4243,4470527,4470913,-,ridA,386,ridA
b4244,4470986,4471447,-,pyrI,461,pyrLBI 
b4245,4471460,4472395,-,pyrB,935,pyrLBI 
b4246,4472399,4472533,-,pyrL,134,pyrLBI 
b4247,4472513,4472845,+,b4247,332,
b4248,4472814,4473209,-,yjgH,395,yjgH
b4249,4473340,4474053,-,bdcA,713,bdcA
b4250,4474227,4474391,+,b4250,164,
b4251,4474124,4474717,+,bdcR,593,bdcR
b4252,4474862,4475314,+,tabA,452,tabA
b4253,4475437,4477251,+,yjgL,1814,yjgL
b4254,4477307,4478311,-,argI,1004,argI
b4255,4478473,4478889,+,rraB,416,rraB 
b4256,4479034,4479537,-,yjgM,503,yjgM
b4257,4479730,4480926,+,yjgN,1196,yjgN
b4258,4480982,4483837,-,valS,2855,holC-valS 
b4259,4483837,4484280,-,holC,443,holC-valS 
b4260,4484440,4485951,-,pepA,1511,pepA 
b4261,4486218,4487318,+,lptF,1100,lptFG
b4262,4487318,4488400,+,lptG,1082,lptFG
b4263,4488561,4490063,-,yjgR,1502,yjgR
b4264,4490141,4491139,-,idnR,998,idnR 
b4265,4491206,4492525,-,idnT,1319,idnDOTR
b4266,4492587,4493351,-,idnO,764,idnDOTR
b4267,4493375,4494406,-,idnD,1031,idnDOTR
b4268,4494623,4495186,+,idnK,563,idnK
b4269,4495190,4496209,-,ahr,1019,yjgB
b4270,4496405,4496489,+,leuX,84,leuX
b4271,4496750,4497940,+,intB,1190,intB
b4272,4498272,4498637,+,insC6,365,insC6CD6D6
b4273,4498595,4499500,+,insD6,905,insC6CD6D6
b4274,4499599,4499934,+,yjgW,335,
b4277,4501260,4501589,+,yjgZ,329,yjgZ
b4278,4502103,4503431,-,insG,1328,insG
b4279,4504058,4505275,+,nanX,1217,yjhBC
b4280,4505287,4506405,+,nanY,1118,yjhC 
b4281,4506626,4506856,-,yjhD,230,yjhD
b4282,4506861,4507109,+,yjhE,248,yjhE
b4284,4507466,4508617,-,insI3,1151,insMI3
b4286,4509804,4510133,+,yjhV,329,yjhV
b4287,4510690,4511457,-,fecE,767,fecABCDE
b4288,4511458,4512414,-,fecD,956,fecABCDE
b4289,4512411,4513409,-,fecC,998,fecABCDE
b4290,4513406,4514308,-,fecB,902,fecABCDE
b4291,4514353,4516677,-,fecA,2324,fecABCDE
b4292,4516764,4517717,-,fecR,953,fecIR
b4293,4517714,4518235,-,fecI,521,fecIR
b4294,4518527,4518802,+,insA7,275,insA-7
b4295,4519338,4520324,-,yjhU,986,yjhU
b4296,4520671,4522020,-,yjhF,1349,yjhF
b4297,4522127,4524094,-,yjhG,1967,yjhIHG
b4298,4524105,4525010,-,yjhH,905,yjhIHG
b4299,4525015,4525803,-,yjhI,788,yjhIHG
b4300,4526106,4526888,-,sgcR,782,sgcXBCQAER
b4301,4526905,4527537,-,sgcE,632,sgcXBCQAER
b4302,4527549,4527980,-,sgcA,431,sgcXBCQAER
b4303,4528111,4528917,-,sgcQ,806,sgcXBCQAER
b4304,4528930,4530243,-,sgcC,1313,sgcXBCQAER
b4305,4530530,4531651,-,sgcX,1121,sgcXBCQAER
b4306,4532437,4533183,-,yjhP,746,yjhP
b4307,4533239,4533784,-,yjhQ,545,topAI-yjhQ
b4308,4535015,4536031,+,yjhR,1016,yjhR
b4309,4536614,4537594,-,nanS,980,nanCMS 
b4310,4537659,4538765,-,nanM,1106,nanCMS 
b4311,4538785,4539501,-,nanC,716,nanCMS 
b4312,4540957,4541559,+,fimB,602,fimB 
b4313,4542037,4542633,+,fimE,596,fimE
b4314,4543115,4543663,+,fimA,548,fimAICDFGH
b4315,4543728,4544267,+,fimI,539,fimAICDFGH
b4316,4544304,4545029,+,fimC,725,fimAICDFGH
b4317,4545096,4547732,+,fimD,2636,fimAICDFGH
b4318,4547742,4548272,+,fimF,530,fimAICDFGH
b4319,4548285,4548788,+,fimG,503,fimAICDFGH
b4320,4548808,4549710,+,fimH,902,fimAICDFGH
b4321,4549953,4551296,-,gntP,1343,gntP
b4322,4551636,4552820,+,uxuA,1184,uxuAB
b4323,4552901,4554361,+,uxuB,1460,uxuAB
b4324,4554576,4555349,+,uxuR,773,uxuR
b4325,4555490,4556320,-,yjiC,830,yjiC
b4326,4556993,4557385,+,iraD,392,iraD 
b4327,4557378,4558289,-,hypT,911,hypT
b4328,4558354,4559526,-,iadA,1172,yjiHG-iadA
b4329,4559539,4560000,-,yjiG,461,yjiHG-iadA
b4330,4559997,4560680,-,yjiH,683,yjiHG-iadA
b4331,4560930,4561484,+,kptA,554,kptA
b4332,4561497,4562675,-,yjiJ,1178,yjiJ
b4333,4562743,4563603,-,yjiK,860,yjiK
b4334,4563922,4564689,-,yjiL,767,yjiML
b4335,4564699,4565850,-,yjiM,1151,yjiML
b4336,4565966,4567246,-,yjiN,1280,mdtM-yjiN
b4337,4567287,4568519,-,mdtM,1232,mdtM-yjiN
b4340,4570162,4571574,-,yjiR,1412,yjiR
b4341,4571751,4571915,+,yjiS,164,yjiS
b4342,4572414,4573931,+,yjiT,1517,yjiT
b4345,4576912,4577958,-,mcrC,1046,mcrBC
b4346,4577958,4579337,-,mcrB,1379,mcrBC
b4347,4579499,4579840,-,symE,341,symE
b4348,4580068,4581462,-,hsdS,1394,hsdRMS 
b4349,4581459,4583048,-,hsdM,1589,hsdRMS 
b4350,4583249,4586761,-,hsdR,3512,hsdRMS
b4351,4586949,4587863,+,mrr,914,mrr
b4352,4587909,4588865,-,yjiA,956,yjiXA
b4353,4588876,4589079,-,yjiX,203,yjiXA
b4354,4589129,4591279,-,btsT,2150,btsT
b4355,4591657,4593312,+,tsr,1655,tsr 
b4356,4593361,4594722,-,lgoT,1361,lgoT
b4357,4594937,4595851,-,lgoR,914,lgoR
b4358,4595990,4597012,+,lgoD,1022,yjjN
b4359,4597150,4599441,-,opgB,2291,opgB
b4360,4599695,4600189,-,yjjA,494,yjjB-dnaTC-yjjA 
b4361,4600238,4600975,-,dnaC,737,yjjB-dnaTC 
b4362,4600978,4601517,-,dnaT,539,yjjB-dnaTC 
b4363,4601624,4602097,-,yjjB,473,yjjB-dnaTC 
b4364,4602088,4602858,-,yjjP,770,yjjP
b4365,4603477,4604202,+,yjjQ,725,yjjQ-bglJ
b4366,4604160,4604837,+,bglJ,677,yjjQ-bglJ
b4367,4604875,4605663,-,fhuF,788,fhuF 
b4368,4606079,4606165,-,leuV,86,leuV 
b4369,4606200,4606286,-,leuP,86,leuQPV
b4370,4606315,4606401,-,leuQ,86,leuQPV
b4371,4606669,4607700,-,rsmC,1031,rsmC
b4372,4607803,4608216,+,holD,413,holD-rimI-yjjG
b4373,4608185,4608631,+,rimI,446,holD-rimI-yjjG
b4374,4608646,4609323,+,yjjG,677,holD-rimI-yjjG
b4375,4609414,4611003,+,prfC,1589,prfC
b4376,4611396,4612001,+,osmY,605,osmY 
b4377,4612411,4613484,+,yjjU,1073,yjjUV
b4378,4613481,4614260,+,yjjV,779,yjjUV
b4379,4614680,4615543,-,yjjW,863,yjjW
b4380,4615515,4617065,-,yjjI,1550,yjjI
b4381,4617323,4618102,+,deoC,779,deoCABD 
b4382,4618229,4619551,+,deoA,1322,deoA 
b4383,4619603,4620826,+,deoB,1223,deoA 
b4384,4620883,4621602,+,deoD,719,deoA 
b4385,4621769,4623100,+,yjjJ,1331,yjjJ
b4386,4623101,4624117,-,lplA,1016,ytjB-lplA
b4387,4624145,4624789,-,ytjB,644,ytjB-lplA
b4388,4624895,4625863,+,serB,968,serB 
b4389,4625912,4627294,+,radA,1382,radA-nadR 
b4390,4627315,4628547,+,nadR,1232,radA-nadR
b4391,4628855,4630522,-,ettA,1667,yjjK
b4392,4630733,4632670,+,slt,1937,slt
b4393,4632760,4633086,+,trpR,326,trpR
b4394,4633233,4633745,-,yjjX,512,yjjX
b4395,4633797,4634444,+,ytjC,647,ytjC
b4396,4634441,4635310,-,rob,869,rob
b4397,4635521,4635994,+,creA,473,creABC 
b4398,4636007,4636696,+,creB,689,creABC 
b4399,4636696,4638120,+,creC,1424,creABC 
b4400,4638178,4639530,+,creD,1352,creD 
b4401,4639590,4640306,-,arcA,716,arcA 
b4402,4640402,4640542,+,yjjY,140,yjjY
b4403,4640942,4641628,+,yjtD,686,yjtD
b4406,213925,214125,-,yaeP,200,yaeP-rof
b4407,4192637,4192837,-,thiS,200,thiCEFSGH
b4408,2924156,2924524,-,csrB,368,csrB
b4409,1704551,1704676,+,blr,125,blr
b4410,4376317,4376442,+,ecnA,125,ecnAB
b4411,4376553,4376699,+,ecnB,146,ecnB 
b4412,16751,16903,-,hokC,152,mokC-hokC
b4413,16952,17006,+,sokC,54,sokC
b4414,189712,189847,+,tff,135,rpsB-tsf
b4415,607836,607988,+,hokE,152,hokE
b4416,852725,853064,-,rybA,339,rybA-mntS
b4417,887979,888057,-,rybB,78,rybB
b4418,1146589,1146757,+,sraB,168,sraB
b4419,1269168,1269275,-,ldrA,107,ldrA
b4420,1269323,1269389,+,rdlA,66,rdlA
b4421,1269703,1269810,-,ldrB,107,ldrB
b4422,1269858,1269923,+,rdlB,65,rdlB
b4423,1270238,1270345,-,ldrC,107,ldrC
b4424,1270393,1270460,+,rdlC,67,rdlC
b4425,1287066,1287236,-,rttR,170,rttR
b4426,1405658,1405751,-,mcaS,93,mcaS
b4427,1437121,1437231,+,micC,110,micC
b4428,1491922,1492071,-,hokB,149,hokB
b4429,1492119,1492174,+,sokB,55,sokB
b4430,1764713,1764780,-,rydB,67,rydB
b4431,1770372,1770477,+,rprA,105,rprA
b4432,1923066,1923337,+,ryeA,271,ryeA
b4433,1923104,1923207,-,sdsR,103,sdsR-pphA 
b4434,1987839,1987998,-,isrB,159,
b4435,2071317,2071511,+,isrC,194,isrC-flu 
b4436,2153311,2153454,+,sibA,143,sibA
b4437,2153646,2153781,+,sibB,135,sibB
b4438,2167114,2167200,+,cyaR,86,cyaR 
b4439,2313084,2313176,+,micF,92,micF 
b4440,2653855,2654158,+,ryfA,303,ryfA
b4441,2691157,2691340,-,glmY,183,glmY 
b4442,2814802,2814874,+,micA,72,micA
b4443,2942696,2942901,+,gcvB,205,gcvB
b4444,2976102,2976189,-,omrA,87,omrA
b4445,2976304,2976385,-,omrB,81,omrB
b4446,3056851,3056991,+,sibC,140,sibC
b4447,3194721,3194865,-,sibD,144,sibD
b4448,3238374,3238561,+,sraF,187,
b4449,3311183,3311398,+,sraG,215,sraG
b4450,3350577,3350697,+,arcZ,120,arcZ
b4451,3580922,3581016,-,ryhB,94,ryhB
b4452,3664864,3664969,+,gadY,105,gadY
b4453,3699980,3700087,-,ldrD,107,ldrD
b4454,3700136,3700199,+,rdlD,63,rdlD
b4455,3720448,3720600,-,hokA,152,hokA
b4456,3986432,3986603,+,glmZ,171,glmZ
b4457,4051036,4051281,+,csrC,245,csrC
b4458,4158278,4158394,-,oxyS,116,oxyS
b4459,4277926,4278066,-,ryjA,140,ryjA
b4460,1982554,1983540,-,araH,986,araFGH 
b4461,2748774,2750060,+,yfjD,1286,yfjD
b4462,2786397,2788649,+,ygaQ,2252,ygaQ
b4463,2897964,2899418,-,ygcU,1454,ygcU
b4464,3027121,3028488,+,ghxQ,1367,xanQ-guaD-ghxQ
b4465,3076179,3077456,-,yggP,1277,cmtBA-yggPF-fumE-yggC
b4466,3114550,3119112,-,yghJ,4562,yghJ
b4467,3124236,3125459,-,glcF,1223,glcDEFGBA
b4468,3125470,3126522,-,glcE,1052,glcDEFGBA
b4469,3158927,3161146,-,ygiQ,2219,ygiQ
b4470,3255341,3256651,-,cyuA,1310,cyuPA
b4471,3258285,3259649,-,tdcG,1364,tdcBCDEFG 
b4472,3392458,3396258,-,yhdP,3800,yhdP
b4473,3432436,3433560,-,smf,1124,smf
b4474,3502340,3503170,+,frlC,830,frlABCDR
b4475,3555833,3556849,-,rtcA,1016,rtcBA
b4476,3575721,3577061,-,gntU,1340,gntU 
b4477,3872995,3873612,-,dgoA,617,dgoRKADT
b4478,3871850,3872998,-,dgoD,1148,dgoRKADT
b4479,3874471,3875160,-,dgoR,689,dgoRKADT
b4480,3947128,3947967,-,hdfR,839,hdfR
b4481,3977525,3978604,+,wecF,1079,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-wecF-wzyE-rffM
b4482,4000292,4001056,-,yigE,764,yigE
b4483,4023554,4024336,+,tatD,782,tatABC 
b4484,4105820,4106320,+,cpxP,500,cpxPQ
b4485,4451058,4452560,+,ytfR,1502,ytfQRT-yjfF
b4486,4574135,4576855,+,yjiV,2720,yjiV
b4487,4313868,4314197,+,yjdP,329,yjdP
b4488,3950560,3952204,+,ilvG,1644,ilvLXG_1G_2MEDA 
b4490,1081356,1082185,+,efeU,829,efeU
b4491,1219601,1222248,+,ycgH,2647,ycgH
b4492,,,+,ydbA,0,ydbA
b4493,1489713,1490713,-,gapC,1000,gapC_1C_2
b4494,1803094,1804993,+,arpB,1899,arpB
b4495,2011223,2012351,-,yedN,1128,yedN
b4496,2034051,2035243,+,yedS,1192,yedS
b4497,2052276,2053328,-,yeeL,1052,yeeL
b4498,,,-,gatR,0,gatR_2
b4499,2197410,2200269,+,yehH,2859,yehHI
b4500,2329798,2334402,-,yfaS,4604,yfaATSQP
b4501,2476310,2476510,+,torI,200,torI
b4502,2265041,2265295,-,yeiW,254,yeiW
b4503,239190,239378,+,yafF,188,yafF
b4504,264026,264247,-,ykfH,221,ykfBF-yafX-ykfGH-yafW-ykfI 
b4505,280114,280362,-,insX,248,yagAB-insX
b4506,312374,312514,-,ykgO,140,ykgMO
b4508,566376,566687,+,peaD,311,peaD
b4509,573730,573870,+,ylcG,140,ybcN-ninE-ybcO-rusA-ylcG
b4510,578327,578509,+,rzoD,182,rzoD
b4511,613942,614160,+,ybdZ,218,fes-ybdZ-entF-fepE
b4512,632182,632379,+,ybdD,197,ybdD
b4513,728732,728821,-,kdpF,89,kdpFABC
b4514,736445,736699,+,ybfQ,254,ybfQ
b4515,774196,774309,+,cydX,113,ybgTE
b4516,1049833,1050108,+,insA4,275,insA4AB4B4
b4517,1052067,1052240,+,gnsA,173,gnsA 
b4518,1068081,1068254,+,ymdF,173,ymdF
b4519,1211413,1211577,+,icdC,164,icdC
b4520,1218983,1219201,+,ymgF,218,ymgF
b4521,1223564,1223907,+,ycgI,343,ycgI
b4522,1335148,1335288,+,ymiA,140,ymiA-yciX
b4523,1335291,1335458,+,yciX,167,ymiA-yciX
b4524,1381789,1381902,+,ymjB,113,ycjMNOPQRSTUV-ymjB-ompG
b4525,1390680,1390862,-,ymjC,182,ycjY-ymjDC-mpaA 
b4526,1417838,1418008,-,ydaE,170,kilR-ydaE
b4527,1419156,1419311,-,ydaF,155,ydaGF
b4528,1423400,1423585,+,rzoR,185,rzoR
b4529,1441058,1441324,+,ydbJ,266,ydbJ
b4532,1509286,1509462,+,hicA,176,hicAB 
b4533,1636756,1636989,+,ynfO,233,ynfO-ydfO
b4534,1652728,1652838,-,ynfP,110,ynfP
b4535,1805165,1805272,+,yniD,107,yniD
b4536,1908925,1909164,+,yobH,239,yobH
b4537,1987507,1987758,-,yecJ,251,yecJ
b4538,2078575,2078931,+,yoeF,356,yoeF
b4539,2089211,2089465,-,yoeB,254,yefM-yoeB
b4541,2203972,2204289,+,yehK,317,yehK
b4542,2215657,2215764,+,yohO,107,yohO
b4543,2357816,2358001,+,ypaA,185,rpnE-ypaA
b4544,2372557,2372892,+,arnE,335,arnBCADTEF
b4545,2476094,2476234,+,ypdJ,140,ypdJ
b4546,2527941,2528159,-,ypeB,218,ligA-ypeB
b4547,2592762,2592962,+,ypfN,200,dapE-ypfN 
b4548,2776877,2777077,+,ypjJ,200,yfjXY-ypjJ-yfjZ-ypjF
b4550,3438431,3438649,-,arfA,218,arfA
b4551,3478592,3478792,-,yheV,200,kefGB-yheV
b4552,3623887,3624132,+,yrhC,245,yrhC
b4553,3725413,3725712,-,ysaB,299,ysaB
b4554,3776171,3776380,-,yibT,209,yibT
b4555,3840215,3840508,+,yicS,293,yicS
b4556,3861173,3861987,-,glvG,814,glvCBG-ysdC
b4557,3884816,3885073,+,yidD,257,
b4558,3994522,3994725,+,yifL,203,yifL-dapF-yigA-xerC-yigB
b4559,4352908,4353081,+,ghoT,173,ghoST
b4561,4508684,4508942,-,insM,258,insMI3
b4565,4530255,4530533,-,sgcB,278,sgcXBCQAER
b4566,4533796,4534053,-,topAI,257,topAI-yjhQ
b4567,4605804,4606040,+,yjjZ,236,yjjZ
b4568,4612128,4612289,+,ytjA,161,ytjA
b4569,,,+,yhcE,0,yhcADE
b4570,,,+,lomR,0,ynaA-lomR
b4571,,,-,wbbL,0,
b4572,548357,549616,+,ylbE,1259,fdrA-ylbEF-ybcF
b4573,1294426,1295322,-,insZ,896,insZ
b4575,4499593,4500791,-,yjgX,1198,yjgX
b4576,4518721,4519224,+,insB7,503,insB7
b4577,77367,77593,+,sgrS,226,sgrST-setA 
b4578,1503218,1503649,-,yncK,431,yncK
b4579,,,-,yaiX,0,yaiX
b4580,,,+,yaiT,0,yaiT
b4581,658031,658818,+,ybeM,787,ybeM
b4582,,,+,yoeA,0,yoeA
b4583,4322443,4323281,-,phnE,838,phnCDEEFGHIJKLMNOP
b4584,4568998,4569918,+,rpnD,920,rpnD
b4585,507204,507287,+,chiX,83,chiX
b4586,238257,238736,-,ykfM,479,
b4587,,,+,insN,0,insN-1p 
b4588,572368,572469,+,ylcH,101,
b4589,580251,580445,-,ylcI,194,
b4590,720583,720840,+,ybfK,257,
b4591,813114,813251,-,ybhU,137,
b4592,1040445,1040537,+,appX,92,appCBA-yccB 
b4593,1222990,1223163,-,ymgI,173,
b4594,1223264,1223449,+,ymgJ,185,
b4595,1308788,1308961,+,yciY,173,yciY
b4596,1344436,1344609,-,yciZ,173,yciZT
b4597,1491442,1491506,-,rydC,64,rydC
b4598,1517099,1517194,-,yncL,95,yncL
b4599,1622646,1622741,+,mgtS,95,mgtS
b4601,1671777,1671860,+,ydgU,83,
b4602,1737456,1737545,-,cydH,89,
b4603,2033649,2033739,+,rseX,90,rseX
b4604,2303606,2303770,+,yojO,164,
b4605,2344594,2344737,-,ypaB,143,
b4606,2590807,2590866,-,ypfM,59,ypfM
b4607,2700059,2700377,-,ryfB,318,
b4608,2700520,2700598,+,ohsC,78,ohsC
b4609,2734153,2734295,-,ryfD,142,ryfD
b4610,2969330,2969476,-,ygdT,146,
b4611,3195097,3195240,-,sibE,143,sibE
b4612,3584404,3584559,+,yrhD,155,
b4613,3647705,3647788,-,dinQ,83,dinQ
b4614,3722076,3722105,+,sokA,29,
b4615,3769345,3769680,+,yibV,335,
b4616,3853118,3853257,-,istR,139,istR-1 
b4617,3853443,3853556,+,tisA,113,
b4618,3853553,3853642,+,tisB,89,tisB
b4620,4239777,4240055,-,yjbT,278,
b4621,4268809,4269012,-,yjbS,203,
b4622,4304128,4304403,-,ytcA,275,
b4623,,,+,insO,0,insN-2
b4624,4527977,4528066,+,ryjB,89,ryjB
b4625,4579835,4579911,+,symR,76,symR
b4626,263150,263212,-,ykfN,62,
b4627,266553,266774,-,ykfL,221,
b4628,266776,266967,-,ykfK,191,
b4630,313716,313805,-,ykgP,89,
b4631,317439,317567,+,ykgQ,128,
b4632,529497,529592,+,ylbI,95,
b4633,565858,566079,-,xisD,221,
b4634,581354,581662,+,aaaD,308,
b4636,716721,716870,-,ybfI,149,
b4637,710639,710725,-,uof,86,fldA-uof-fur 
b4638,1434958,1435008,-,ttcC,50,
b4639,2066068,2066154,-,yeeH,86,
b4640,2067360,2067892,-,yoeG,532,
b4641,2068261,2068419,-,yoeH,158,
b4642,2078549,2078677,-,yoeD,128,
b4643,2476584,2476598,+,pawZ,14,
b4644,2775545,2775816,+,ypjI,271,
b4645,2777972,2777985,+,psaA,13,
b4646,3404638,3405031,+,yrdE,393,
b4647,3720448,3720632,-,mokA,184,
b4648,3750813,3750914,-,ysaC,101,
b4649,3750918,3751109,+,ysaD,191,
b4650,3768639,3768890,+,yibS,251,
b4651,3768892,3769256,+,yibW,364,
b4652,3769948,3770146,+,yibU,198,
b4653,3836425,3836556,+,yicT,131,
b4654,4362191,4362353,-,yjdQ,162,
b4655,4506448,4506573,+,ythA,125,
b4656,4532050,4532310,-,yjhY,260,
b4657,4534430,4534675,-,yjhZ,245,
b4658,3146856,3147691,-,yghX,835,yghX
b4660,3632852,3634458,-,yhiL,1606,yhiL
b4661,2452356,2455001,-,yfcU,2645,yfcUSRQPO
b4662,77388,77519,+,sgrT,131,sgrST-setA 
b4663,1987873,1987959,-,azuC,86,azuC
b4664,3194766,3194825,+,ibsD,59,ibsD
b4665,3056890,3056949,-,ibsC,59,ibsC
b4666,3195141,3195200,+,ibsE,59,
b4667,2153349,2153408,-,ibsA,59,
b4668,2153681,2153737,-,ibsB,56,
b4669,3950507,3950557,+,ilvX,50,ilvLXG_1G_2MEDA 
b4670,4392892,4392945,+,yjeV,53,yjeV
b4671,313141,313242,-,ykgR,101,ykgR
b4672,1346796,1346900,+,ymiB,104,
b4673,1390868,1390933,-,ymjD,65,ycjY-ymjDC-mpaA
b4674,1465165,1465230,-,ynbG,65,
b4675,1878874,1878948,+,yoaJ,74,
b4676,1878773,1878871,+,yoaK,98,
b4677,1946115,1946180,-,yobI,65,
b4678,2087052,2087114,-,yoeI,62,
b4679,2228982,2229065,+,yohP,83,
b4680,2496921,2496992,+,ypdK,71,
b4682,2905557,2905697,+,yqcG,140,
b4683,2989819,2989899,-,yqeL,80,
b4684,3032817,3032942,+,yqfG,125,
b4685,3307853,3307933,-,yrbN,80,yrbN-deaD 
b4686,4053647,4053757,-,yshB,110,
b4687,2700117,2700197,-,shoB,80,shoB
b4688,290510,290638,+,ykgS,128,
b4689,1639080,1639334,-,rzoQ,254,
b4690,272580,272654,+,eyeA,74,
b4691,4190327,4190487,-,sroH,160,sroH
b4692,1204170,1204403,+,oweE,233,
b4693,1204401,1205537,+,aaaE,1136,
b4696,1592665,1598086,-,yneO,5421,yneO
b4697,3404495,3404637,+,yrdF,142,
