regulator,gene_id,gene_name,effect,source
rpoE,STM1151,STM1151,+,RegulonDB
rpoE,STM1214,STM1214,+,RegulonDB
rpoE,STM1230,STM1230,+,RegulonDB
rpoE,STM1580,STM1580,+,RegulonDB
rpoE,STM1579,STM1579,+,RegulonDB
rpoE,STM1443,STM1443,+,RegulonDB
rpoE,STM1442,STM1442,+,RegulonDB
rpoE,STM1441,STM1441,+,RegulonDB
rpoE,STM1344,STM1344,+,RegulonDB
rpoE,STM1819,STM1819,+,RegulonDB
rpoE,STM0327,STM0327,+,RegulonDB
rpoE,STM1932,STM1932,+,RegulonDB
rpoE,STM2116,STM2116,+,RegulonDB
rpoE,STM2117,STM2117,+,RegulonDB
rpoE,STM2118,STM2118,+,RegulonDB
rpoE,STM2387,STM2387,+,RegulonDB
rpoE,STM2401,STM2401,+,RegulonDB
rpoE,STM2438,STM2438,+,RegulonDB
rpoE,STM2446,STM2446,+,RegulonDB
rpoE,STM2447,STM2447,+,RegulonDB
rpoE,STM2488,STM2488,+,RegulonDB
rpoE,STM2494,STM2494,+,RegulonDB
rpoE,STM2495,STM2495,+,RegulonDB
rpoE,STM2519,STM2519,+,RegulonDB
rpoE,STM2520,STM2520,+,RegulonDB
rpoE,STM2637,STM2637,+,RegulonDB
rpoE,STM2638,STM2638,+,RegulonDB
rpoE,STM2639,STM2639,+,RegulonDB
rpoE,STM2640,STM2640,+,RegulonDB
rpoE,STM2663,STM2663,+,RegulonDB
rpoE,STM2685,STM2685,+,RegulonDB
rpoE,STM3042,STM3042,+,RegulonDB
rpoE,STM3043,STM3043,+,RegulonDB
rpoE,STM3107,STM3107,+,RegulonDB
rpoE,STM3203,STM3203,+,RegulonDB
rpoE,STM3204,STM3204,+,RegulonDB
rpoE,STM3205,STM3205,+,RegulonDB
rpoE,STM3211,STM3211,+,RegulonDB
rpoE,STM3226,STM3226,+,RegulonDB
rpoE,STM3227,STM3227,+,RegulonDB
rpoE,STM3267,STM3267,+,RegulonDB
rpoE,STM3299,STM3299,+,RegulonDB
rpoE,STM3308,STM3308,+,RegulonDB
rpoE,STM3318,STM3318,+,RegulonDB
rpoE,STM3319,STM3319,+,RegulonDB
rpoE,STM3320,STM3320,+,RegulonDB
rpoE,STM3321,STM3321,+,RegulonDB
rpoE,STM3322,STM3322,+,RegulonDB
rpoE,STM3323,STM3323,+,RegulonDB
rpoE,STM4146,STM4146,+,RegulonDB
rpoE,STM3446,STM3446,+,RegulonDB
rpoE,STM3453,STM3453,+,RegulonDB
rpoE,STM3513,STM3513,+,RegulonDB
rpoE,STM3568,STM3568,+,RegulonDB
rpoE,STM3613,STM3613,+,RegulonDB
rpoE,STM3635,STM3635,+,RegulonDB
rpoE,STM3668,STM3668,+,RegulonDB
rpoE,STM3669,STM3669,+,RegulonDB
rpoE,STM3671,STM3671,+,RegulonDB
rpoE,STM3672,STM3672,+,RegulonDB
rpoE,STM3673,STM3673,+,RegulonDB
rpoE,STM3674,STM3674,+,RegulonDB
rpoE,STM3675,STM3675,+,RegulonDB
rpoE,STM3676,STM3676,+,RegulonDB
rpoE,STM3677,STM3677,+,RegulonDB
rpoE,STM3710,STM3710,+,RegulonDB
rpoE,STM3711,STM3711,+,RegulonDB
rpoE,STM3712,STM3712,+,RegulonDB
rpoE,STM3749,STM3749,+,RegulonDB
rpoE,STM3750,STM3750,+,RegulonDB
rpoE,STM3810,STM3810,+,RegulonDB
rpoE,STM3849,STM3849,+,RegulonDB
rpoE,STM3850,STM3850,+,RegulonDB
rpoE,STM4235,STM4235,+,RegulonDB
rpoE,STM4347,STM4347,+,RegulonDB
rpoE,STM4348,STM4348,+,RegulonDB
rpoE,STM4405,STM4405,+,RegulonDB
rpoH,STM0012,STM0012,+,RegulonDB
rpoH,STM0013,STM0013,+,RegulonDB
rpoH,STM0046,STM0046,+,RegulonDB
rpoH,STM0047,STM0047,+,RegulonDB
rpoH,STM0048,STM0048,+,RegulonDB
rpoH,STM0049,STM0049,+,RegulonDB
rpoH,STM0096,STM0096,+,RegulonDB
rpoH,STM0118,STM0118,+,RegulonDB
rpoH,STM0171,STM0171,+,RegulonDB
rpoH,STM0258,STM0258,+,RegulonDB
rpoH,STM2179,STM2179,+,RegulonDB
rpoH,STM0417,STM0417,+,RegulonDB
rpoH,STM0418,STM0418,+,RegulonDB
rpoH,STM0419,STM0419,+,RegulonDB
rpoH,STM0420,STM0420,+,RegulonDB
rpoH,STM0448,STM0448,+,RegulonDB
rpoH,STM0449,STM0449,+,RegulonDB
rpoH,STM0450,STM0450,+,RegulonDB
rpoH,STM0452,STM0452,+,RegulonDB
rpoH,STM0487,STM0487,+,RegulonDB
rpoH,STM0504,STM0504,+,RegulonDB
rpoH,STM0635,STM0635,+,RegulonDB
rpoH,STM0636,STM0636,+,RegulonDB
rpoH,STM0666,STM0666,+,RegulonDB
rpoH,STM0667,STM0667,+,RegulonDB
rpoH,STM0668,STM0668,+,RegulonDB
rpoH,STM0669,STM0669,+,RegulonDB
rpoH,STM0686,STM0686,+,RegulonDB
rpoH,STM0695,STM0695,+,RegulonDB
rpoH,STM1079,STM1079,+,RegulonDB
rpoH,STM1157,STM1157,+,RegulonDB
rpoH,STM1158,STM1158,+,RegulonDB
rpoH,STM1161,STM1161,+,RegulonDB
rpoH,STM1230,STM1230,+,RegulonDB
rpoH,STM1231,STM1231,+,RegulonDB
rpoH,STM1714,STM1714,+,RegulonDB
rpoH,STM1709,STM1709,+,RegulonDB
rpoH,STM1708,STM1708,+,RegulonDB
rpoH,STM1707,STM1707,+,RegulonDB
rpoH,STM1706,STM1706,+,RegulonDB
rpoH,STM1685,STM1685,+,RegulonDB
rpoH,STM1684,STM1684,+,RegulonDB
rpoH,STM1683,STM1683,+,RegulonDB
rpoH,STM1680,STM1680,+,RegulonDB
rpoH,STM1647,STM1647,+,RegulonDB
rpoH,STM1489,STM1489,+,RegulonDB
rpoH,STM1488,STM1488,+,RegulonDB
rpoH,STM1290,STM1290,+,RegulonDB
rpoH,STM1289,STM1289,+,RegulonDB
rpoH,STM1826,STM1826,+,RegulonDB
rpoH,STM1844,STM1844,+,RegulonDB
rpoH,STM1853,STM1853,+,RegulonDB
rpoH,STM2156,STM2156,+,RegulonDB
rpoH,STM2162,STM2162,+,RegulonDB
rpoH,STM2163,STM2163,+,RegulonDB
rpoH,STM2164,STM2164,+,RegulonDB
rpoH,STM2165,STM2165,+,RegulonDB
rpoH,STM2246,STM2246,+,RegulonDB
rpoH,STM2331,STM2331,+,RegulonDB
rpoH,STM2332,STM2332,+,RegulonDB
rpoH,STM2337,STM2337,+,RegulonDB
rpoH,STM2431,STM2431,+,RegulonDB
rpoH,STM2432,STM2432,+,RegulonDB
rpoH,STM2433,STM2433,+,RegulonDB
rpoH,STM2568,STM2568,+,RegulonDB
rpoH,STM2569,STM2569,+,RegulonDB
rpoH,STM2660,STM2660,+,RegulonDB
rpoH,STM2665,STM2665,+,RegulonDB
rpoH,STM2681,STM2681,+,RegulonDB
rpoH,STM2830,STM2830,+,RegulonDB
rpoH,STM2937,STM2937,+,RegulonDB
rpoH,STM2938,STM2938,+,RegulonDB
rpoH,STM2939,STM2939,+,RegulonDB
rpoH,STM3042,STM3042,+,RegulonDB
rpoH,STM3043,STM3043,+,RegulonDB
rpoH,STM3044,STM3044,+,RegulonDB
rpoH,STM3103,STM3103,+,RegulonDB
rpoH,STM3104,STM3104,+,RegulonDB
rpoH,STM3211,STM3211,+,RegulonDB
rpoH,STM3296,STM3296,+,RegulonDB
rpoH,STM3297,STM3297,+,RegulonDB
rpoH,STM3399,STM3399,+,RegulonDB
rpoH,STM3412,STM3412,+,RegulonDB
rpoH,STM3413,STM3413,+,RegulonDB
rpoH,STM3496,STM3496,+,RegulonDB
rpoH,STM3497,STM3497,+,RegulonDB
rpoH,STM3498,STM3498,+,RegulonDB
rpoH,STM3511,STM3511,+,RegulonDB
rpoH,STM3593,STM3593,+,RegulonDB
rpoH,STM3594,STM3594,+,RegulonDB
rpoH,STM3710,STM3710,+,RegulonDB
rpoH,STM3711,STM3711,+,RegulonDB
rpoH,STM3712,STM3712,+,RegulonDB
rpoH,STM3726,STM3726,+,RegulonDB
rpoH,STM3808,STM3808,+,RegulonDB
rpoH,STM3809,STM3809,+,RegulonDB
rpoH,STM4091,STM4091,+,RegulonDB
rpoH,STM4092,STM4092,+,RegulonDB
rpoH,STM4096,STM4096,+,RegulonDB
rpoH,STM4129,STM4129,+,RegulonDB
rpoH,STM4182,STM4182,+,RegulonDB
rpoH,STM4294,STM4294,+,RegulonDB
rpoH,STM4327,STM4327,+,RegulonDB
rpoH,STM4329,STM4329,+,RegulonDB
rpoH,STM4330,STM4330,+,RegulonDB
rpoH,STM4359,STM4359,+,RegulonDB
rpoH,STM4360,STM4360,+,RegulonDB
rpoH,STM4361,STM4361,+,RegulonDB
rpoH,STM4362,STM4362,+,RegulonDB
rpoH,STM4363,STM4363,+,RegulonDB
rpoH,STM4364,STM4364,+,RegulonDB
rpoH,STM4475,STM4475,+,RegulonDB
rpoH,STM4476,STM4476,+,RegulonDB
rpoH,STM1132,STM1132,+,RegulonDB
rpoH,STM1133,STM1133,+,RegulonDB
rpoH,STM4582,STM4582,+,RegulonDB
rpoH,STM4587,STM4587,+,RegulonDB
rpoH,STM4588,STM4588,+,RegulonDB
rpoH,STM4589,STM4589,+,RegulonDB
rpoN,STM0079,STM0079,+,RegulonDB
rpoN,STM0368,STM0368,+,RegulonDB
rpoN,STM0369,STM0369,+,RegulonDB
rpoN,STM0370,STM0370,+,RegulonDB
rpoN,STM0371,STM0371,+,RegulonDB
rpoN,STM0462,STM0462,+,RegulonDB
rpoN,STM0463,STM0463,+,RegulonDB
rpoN,STM0487,STM0487,+,RegulonDB
rpoN,STM0662,STM0662,+,RegulonDB
rpoN,STM0663,STM0663,+,RegulonDB
rpoN,STM0664,STM0664,+,RegulonDB
rpoN,STM0665,STM0665,+,RegulonDB
rpoN,STM0828,STM0828,+,RegulonDB
rpoN,STM0829,STM0829,+,RegulonDB
rpoN,STM0830,STM0830,+,RegulonDB
rpoN,STM0877,STM0877,+,RegulonDB
rpoN,STM0878,STM0878,+,RegulonDB
rpoN,STM0879,STM0879,+,RegulonDB
rpoN,STM0880,STM0880,+,RegulonDB
rpoN,STM1098,STM1098,+,RegulonDB
rpoN,STM1690,STM1690,+,RegulonDB
rpoN,STM1689,STM1689,+,RegulonDB
rpoN,STM1688,STM1688,+,RegulonDB
rpoN,STM1687,STM1687,+,RegulonDB
rpoN,STM1686,STM1686,+,RegulonDB
rpoN,STM1599,STM1599,+,RegulonDB
rpoN,STM1307,STM1307,+,RegulonDB
rpoN,STM1306,STM1306,+,RegulonDB
rpoN,STM1305,STM1305,+,RegulonDB
rpoN,STM1304,STM1304,+,RegulonDB
rpoN,STM1303,STM1303,+,RegulonDB
rpoN,STM1285,STM1285,+,RegulonDB
rpoN,STM1284,STM1284,+,RegulonDB
rpoN,STM1924,STM1924,+,RegulonDB
rpoN,STM1925,STM1925,+,RegulonDB
rpoN,STM0692,STM0692,+,RegulonDB
rpoN,STM2223,STM2223,+,RegulonDB
rpoN,STM2351,STM2351,+,RegulonDB
rpoN,STM2352,STM2352,+,RegulonDB
rpoN,STM2353,STM2353,+,RegulonDB
rpoN,STM2354,STM2354,+,RegulonDB
rpoN,STM2355,STM2355,+,RegulonDB
rpoN,STM2481,STM2481,+,RegulonDB
rpoN,STM2637,STM2637,+,RegulonDB
rpoN,STM2638,STM2638,+,RegulonDB
rpoN,STM2639,STM2639,+,RegulonDB
rpoN,STM2640,STM2640,+,RegulonDB
rpoN,STM2840,STM2840,+,RegulonDB
rpoN,STM2841,STM2841,+,RegulonDB
rpoN,STM2842,STM2842,+,RegulonDB
rpoN,STM2843,STM2843,+,RegulonDB
rpoN,STM2845,STM2845,+,RegulonDB
rpoN,STM2846,STM2846,+,RegulonDB
rpoN,STM2847,STM2847,+,RegulonDB
rpoN,STM2848,STM2848,+,RegulonDB
rpoN,STM2849,STM2849,+,RegulonDB
rpoN,STM2850,STM2850,+,RegulonDB
rpoN,STM2851,STM2851,+,RegulonDB
rpoN,STM2852,STM2852,+,RegulonDB
rpoN,STM2853,STM2853,+,RegulonDB
rpoN,STM2854,STM2854,+,RegulonDB
rpoN,STM2855,STM2855,+,RegulonDB
rpoN,STM2856,STM2856,+,RegulonDB
rpoN,STM2857,STM2857,+,RegulonDB
rpoN,STM2858,STM2858,+,RegulonDB
rpoN,STM2859,STM2859,+,RegulonDB
rpoN,STM2956,STM2956,+,RegulonDB
rpoN,STM3218,STM3218,+,RegulonDB
rpoN,STM3519,STM3519,+,RegulonDB
rpoN,STM3522,STM3522,+,RegulonDB
rpoN,STM3568,STM3568,+,RegulonDB
rpoN,STM3584,STM3584,+,RegulonDB
rpoN,STM3607,STM3607,+,RegulonDB
rpoN,STM3798,STM3798,+,RegulonDB
rpoN,STM3808,STM3808,+,RegulonDB
rpoN,STM3966,STM3966,+,RegulonDB
rpoN,STM4005,STM4005,+,RegulonDB
rpoN,STM4006,STM4006,+,RegulonDB
rpoN,STM4007,STM4007,+,RegulonDB
rpoN,STM4045,STM4045,+,RegulonDB
rpoN,STM4172,STM4172,+,RegulonDB
rpoN,STM4173,STM4173,+,RegulonDB
rpoN,STM4174,STM4174,+,RegulonDB
rpoN,STM4244,STM4244,+,RegulonDB
rpoN,STM4273,STM4273,+,RegulonDB
rpoN,STM4285,STM4285,+,RegulonDB
rpoN,STM3518,STM3518,+,RegulonDB
rpoS,STM0039,STM0039,+,RegulonDB
rpoS,STM0040,STM0040,+,RegulonDB
rpoS,STM0105,STM0105,+,RegulonDB
rpoS,STM0131,STM0131,+,RegulonDB
rpoS,STM0132,STM0132,+,RegulonDB
rpoS,STM0133,STM0133,+,RegulonDB
rpoS,STM0151,STM0151,+,RegulonDB
rpoS,STM0152,STM0152,+,RegulonDB
rpoS,STM0153,STM0153,+,RegulonDB
rpoS,STM0154,STM0154,+,RegulonDB
rpoS,STM0339,STM0339,+,RegulonDB
rpoS,STM0183,STM0183,+,RegulonDB
rpoS,STM0184,STM0184,+,RegulonDB
rpoS,STM0205,STM0205,+,RegulonDB
rpoS,STM0206,STM0206,+,RegulonDB
rpoS,STM0207,STM0207,+,RegulonDB
rpoS,STM0234,STM0234,+,RegulonDB
rpoS,STM0255,STM0255,+,RegulonDB
rpoS,STM0313,STM0313,+,RegulonDB
rpoS,STM3653,STM3653,+,RegulonDB
rpoS,STM0385,STM0385,+,RegulonDB
rpoS,STM0446,STM0446,+,RegulonDB
rpoS,STM0709,STM0709,+,RegulonDB
rpoS,STM0736,STM0736,+,RegulonDB
rpoS,STM0737,STM0737,+,RegulonDB
rpoS,STM0738,STM0738,+,RegulonDB
rpoS,STM0739,STM0739,+,RegulonDB
rpoS,STM0772,STM0772,+,RegulonDB
rpoS,STM0773,STM0773,+,RegulonDB
rpoS,STM0774,STM0774,+,RegulonDB
rpoS,STM0775,STM0775,+,RegulonDB
rpoS,STM0776,STM0776,+,RegulonDB
rpoS,STM0825,STM0825,+,RegulonDB
rpoS,STM0831,STM0831,+,RegulonDB
rpoS,STM0888,STM0888,+,RegulonDB
rpoS,STM0889,STM0889,+,RegulonDB
rpoS,STM0890,STM0890,+,RegulonDB
rpoS,STM0891,STM0891,+,RegulonDB
rpoS,STM0892,STM0892,+,RegulonDB
rpoS,STM0935,STM0935,+,RegulonDB
rpoS,STM0982,STM0982,+,RegulonDB
rpoS,STM1063,STM1063,+,RegulonDB
rpoS,STM1064,STM1064,+,RegulonDB
rpoS,STM1065,STM1065,+,RegulonDB
rpoS,STM1786,STM1786,+,RegulonDB
rpoS,STM1787,STM1787,+,RegulonDB
rpoS,STM1788,STM1788,+,RegulonDB
rpoS,STM1789,STM1789,+,RegulonDB
rpoS,STM1790,STM1790,+,RegulonDB
rpoS,STM1791,STM1791,+,RegulonDB
rpoS,STM1792,STM1792,+,RegulonDB
rpoS,STM1793,STM1793,+,RegulonDB
rpoS,STM1111,STM1111,+,RegulonDB
rpoS,STM1112,STM1112,+,RegulonDB
rpoS,STM1118,STM1118,+,RegulonDB
rpoS,STM1119,STM1119,+,RegulonDB
rpoS,STM1139,STM1139,+,RegulonDB
rpoS,STM1140,STM1140,+,RegulonDB
rpoS,STM1141,STM1141,+,RegulonDB
rpoS,STM1142,STM1142,+,RegulonDB
rpoS,STM1143,STM1143,+,RegulonDB
rpoS,STM1144,STM1144,+,RegulonDB
rpoS,STM1145,STM1145,+,RegulonDB
rpoS,STM1153,STM1153,+,RegulonDB
rpoS,STM1796,STM1796,+,RegulonDB
rpoS,STM1754,STM1754,+,RegulonDB
rpoS,STM1753,STM1753,+,RegulonDB
rpoS,STM1749,STM1749,+,RegulonDB
rpoS,STM1730,STM1730,+,RegulonDB
rpoS,STM1729,STM1729,+,RegulonDB
rpoS,STM1716,STM1716,+,RegulonDB
rpoS,STM1714,STM1714,+,RegulonDB
rpoS,STM1712,STM1712,+,RegulonDB
rpoS,STM1705,STM1705,+,RegulonDB
rpoS,STM1704,STM1704,+,RegulonDB
rpoS,STM1703,STM1703,+,RegulonDB
rpoS,STM3128,STM3128,+,RegulonDB
rpoS,STM1473,STM1473,+,RegulonDB
rpoS,STM1651,STM1651,+,RegulonDB
rpoS,STM1597,STM1597,+,RegulonDB
rpoS,STM1584,STM1584,+,RegulonDB
rpoS,STM1576,STM1576,+,RegulonDB
rpoS,STM1571,STM1571,+,RegulonDB
rpoS,STM1565,STM1565,+,RegulonDB
rpoS,STM1563,STM1563,+,RegulonDB
rpoS,STM1599,STM1599,+,RegulonDB
rpoS,STM4074,STM4074,+,RegulonDB
rpoS,STM4075,STM4075,+,RegulonDB
rpoS,STM4076,STM4076,+,RegulonDB
rpoS,STM4077,STM4077,+,RegulonDB
rpoS,STM4078,STM4078,+,RegulonDB
rpoS,STM4079,STM4079,+,RegulonDB
rpoS,STM1499,STM1499,+,RegulonDB
rpoS,STM1498,STM1498,+,RegulonDB
rpoS,STM1496,STM1496,+,RegulonDB
rpoS,STM1495,STM1495,+,RegulonDB
rpoS,STM1469,STM1469,+,RegulonDB
rpoS,STM1440,STM1440,+,RegulonDB
rpoS,STM1427,STM1427,+,RegulonDB
rpoS,STM2063,STM2063,+,RegulonDB
rpoS,STM2064,STM2064,+,RegulonDB
rpoS,STM1378,STM1378,+,RegulonDB
rpoS,STM1339,STM1339,+,RegulonDB
rpoS,STM1326,STM1326,+,RegulonDB
rpoS,STM1318,STM1318,+,RegulonDB
rpoS,STM1311,STM1311,+,RegulonDB
rpoS,STM1307,STM1307,+,RegulonDB
rpoS,STM1306,STM1306,+,RegulonDB
rpoS,STM1305,STM1305,+,RegulonDB
rpoS,STM1304,STM1304,+,RegulonDB
rpoS,STM1303,STM1303,+,RegulonDB
rpoS,STM1302,STM1302,+,RegulonDB
rpoS,STM1290,STM1290,+,RegulonDB
rpoS,STM1888,STM1888,+,RegulonDB
rpoS,STM1891,STM1891,+,RegulonDB
rpoS,STM1928,STM1928,+,RegulonDB
rpoS,STM1929,STM1929,+,RegulonDB
rpoS,STM2124,STM2124,+,RegulonDB
rpoS,STM2126,STM2126,+,RegulonDB
rpoS,STM2127,STM2127,+,RegulonDB
rpoS,STM2128,STM2128,+,RegulonDB
rpoS,STM2129,STM2129,+,RegulonDB
rpoS,STM2130,STM2130,+,RegulonDB
rpoS,STM2131,STM2131,+,RegulonDB
rpoS,STM2141,STM2141,+,RegulonDB
rpoS,STM2160,STM2160,+,RegulonDB
rpoS,STM2162,STM2162,+,RegulonDB
rpoS,STM2163,STM2163,+,RegulonDB
rpoS,STM2164,STM2164,+,RegulonDB
rpoS,STM2165,STM2165,+,RegulonDB
rpoS,STM2188,STM2188,+,RegulonDB
rpoS,STM2189,STM2189,+,RegulonDB
rpoS,STM2190,STM2190,+,RegulonDB
rpoS,STM2264,STM2264,+,RegulonDB
rpoS,STM2265,STM2265,+,RegulonDB
rpoS,STM2311,STM2311,+,RegulonDB
rpoS,STM2391,STM2391,+,RegulonDB
rpoS,STM2403,STM2403,+,RegulonDB
rpoS,STM2421,STM2421,+,RegulonDB
rpoS,STM2422,STM2422,+,RegulonDB
rpoS,STM2433,STM2433,+,RegulonDB
rpoS,STM2571,STM2571,+,RegulonDB
rpoS,STM2570,STM2570,+,RegulonDB
rpoS,STM2473,STM2473,+,RegulonDB
rpoS,STM2474,STM2474,+,RegulonDB
rpoS,STM2501,STM2501,+,RegulonDB
rpoS,STM2502,STM2502,+,RegulonDB
rpoS,STM2553,STM2553,+,RegulonDB
rpoS,STM2556,STM2556,+,RegulonDB
rpoS,STM2637,STM2637,+,RegulonDB
rpoS,STM2638,STM2638,+,RegulonDB
rpoS,STM2639,STM2639,+,RegulonDB
rpoS,STM2640,STM2640,+,RegulonDB
rpoS,STM2789,STM2789,+,RegulonDB
rpoS,STM2790,STM2790,+,RegulonDB
rpoS,STM2791,STM2791,+,RegulonDB
rpoS,STM2792,STM2792,+,RegulonDB
rpoS,STM2793,STM2793,+,RegulonDB
rpoS,STM2795,STM2795,+,RegulonDB
rpoS,STM2809,STM2809,+,RegulonDB
rpoS,STM2810,STM2810,+,RegulonDB
rpoS,STM2811,STM2811,+,RegulonDB
rpoS,STM2817,STM2817,+,RegulonDB
rpoS,STM2826,STM2826,+,RegulonDB
rpoS,STM2909,STM2909,+,RegulonDB
rpoS,STM2952,STM2952,+,RegulonDB
rpoS,STM3061,STM3061,+,RegulonDB
rpoS,STM3065,STM3065,+,RegulonDB
rpoS,STM3068,STM3068,+,RegulonDB
rpoS,STM3069,STM3069,+,RegulonDB
rpoS,STM3070,STM3070,+,RegulonDB
rpoS,STM3078,STM3078,+,RegulonDB
rpoS,STM3114,STM3114,+,RegulonDB
rpoS,STM3165,STM3165,+,RegulonDB
rpoS,STM3186,STM3186,+,RegulonDB
rpoS,STM3187,STM3187,+,RegulonDB
rpoS,STM3188,STM3188,+,RegulonDB
rpoS,STM3197,STM3197,+,RegulonDB
rpoS,STM3218,STM3218,+,RegulonDB
rpoS,STM3469,STM3469,+,RegulonDB
rpoS,STM3470,STM3470,+,RegulonDB
rpoS,STM3471,STM3471,+,RegulonDB
rpoS,STM3489,STM3489,+,RegulonDB
rpoS,STM3490,STM3490,+,RegulonDB
rpoS,STM3491,STM3491,+,RegulonDB
rpoS,STM3492,STM3492,+,RegulonDB
rpoS,STM3534,STM3534,+,RegulonDB
rpoS,STM3535,STM3535,+,RegulonDB
rpoS,STM3536,STM3536,+,RegulonDB
rpoS,STM3568,STM3568,+,RegulonDB
rpoS,STM3590,STM3590,+,RegulonDB
rpoS,STM3597,STM3597,+,RegulonDB
rpoS,STM1562,STM1562,+,RegulonDB
rpoS,STM3603,STM3603,+,RegulonDB
rpoS,STM3610,STM3610,+,RegulonDB
rpoS,STM3648,STM3648,+,RegulonDB
rpoS,STM3680,STM3680,+,RegulonDB
rpoS,STM3704,STM3704,+,RegulonDB
rpoS,STM3705,STM3705,+,RegulonDB
rpoS,STM3706,STM3706,+,RegulonDB
rpoS,STM3835,STM3835,+,RegulonDB
rpoS,STM3836,STM3836,+,RegulonDB
rpoS,STM3837,STM3837,+,RegulonDB
rpoS,STM3853,STM3853,+,RegulonDB
rpoS,STM3854,STM3854,+,RegulonDB
rpoS,STM3855,STM3855,+,RegulonDB
rpoS,STM3856,STM3856,+,RegulonDB
rpoS,STM3857,STM3857,+,RegulonDB
rpoS,STM3873,STM3873,+,RegulonDB
rpoS,STM3874,STM3874,+,RegulonDB
rpoS,STM3878,STM3878,+,RegulonDB
rpoS,STM3879,STM3879,+,RegulonDB
rpoS,STM3908,STM3908,+,RegulonDB
rpoS,STM3998,STM3998,+,RegulonDB
rpoS,STM4048,STM4048,+,RegulonDB
rpoS,STM4049,STM4049,+,RegulonDB
rpoS,STM4058,STM4058,+,RegulonDB
rpoS,STM4059,STM4059,+,RegulonDB
rpoS,STM4062,STM4062,+,RegulonDB
rpoS,STM4081,STM4081,+,RegulonDB
rpoS,STM4089,STM4089,+,RegulonDB
rpoS,STM4125,STM4125,+,RegulonDB
rpoS,STM4165,STM4165,+,RegulonDB
rpoS,STM4221,STM4221,+,RegulonDB
rpoS,STM4264,STM4264,+,RegulonDB
rpoS,STM4273,STM4273,+,RegulonDB
rpoS,STM4274,STM4274,+,RegulonDB
rpoS,STM4275,STM4275,+,RegulonDB
rpoS,STM4290,STM4290,+,RegulonDB
rpoS,STM4339,STM4339,+,RegulonDB
rpoS,STM4340,STM4340,+,RegulonDB
rpoS,STM4341,STM4341,+,RegulonDB
rpoS,STM4342,STM4342,+,RegulonDB
rpoS,STM4343,STM4343,+,RegulonDB
rpoS,STM4377,STM4377,+,RegulonDB
rpoS,STM4379,STM4379,+,RegulonDB
rpoS,STM4416,STM4416,+,RegulonDB
rpoS,STM4532,STM4532,+,RegulonDB
rpoS,STM4561,STM4561,+,RegulonDB
rpoS,STM4336,STM4336,+,RegulonDB
rpoS,STM3897,STM3897,+,RegulonDB
rstA,STM1139,STM1139,-,RegulonDB
rstA,STM1140,STM1140,-,RegulonDB
rstA,STM1141,STM1141,-,RegulonDB
rstA,STM1142,STM1142,-,RegulonDB
rstA,STM1764,STM1764,+,RegulonDB
rstA,STM1763,STM1763,+,RegulonDB
rstA,STM1762,STM1762,+,RegulonDB
rstA,STM1761,STM1761,+,RegulonDB
rtcR,STM3519,STM3519,+,RegulonDB
rtcR,STM3518,STM3518,+,RegulonDB
rutR,STM0066,STM0066,+,RegulonDB
rutR,STM0067,STM0067,+,RegulonDB
rutR,STM0594,STM0594,-,RegulonDB
rutR,STM1098,STM1098,-,RegulonDB
rutR,STM1122,STM1122,-,RegulonDB
rutR,STM1703,STM1703,-,RegulonDB
rutR,STM1437,STM1437,-,RegulonDB
rutR,STM1436,STM1436,-,RegulonDB
rutR,STM1435,STM1435,-,RegulonDB
sdiA,STM0131,STM0131,+-,RegulonDB
sdiA,STM0132,STM0132,-,RegulonDB
sdiA,STM0133,STM0133,-,RegulonDB
sdiA,STM1344,STM1344,+,RegulonDB
sgrR,STM0106,STM0106,-,RegulonDB
sgrR,STM0107,STM0107,-,RegulonDB
sgrR,STM0108,STM0108,-,RegulonDB
sgrR,STM0109,STM0109,-,RegulonDB
sgrR,STM2402,STM2402,+,RegulonDB
slyA,STM0115,STM0115,+,RegulonDB
slyA,STM2937,STM2937,+,RegulonDB
slyA,STM2938,STM2938,+,RegulonDB
slyA,STM2939,STM2939,+,RegulonDB
slyA,STM2941,STM2941,+,RegulonDB
soxR,STM0134,STM0134,+,RegulonDB
soxR,STM0609,STM0609,+-,RegulonDB
soxR,STM1469,STM1469,+,RegulonDB
soxR,STM2669,STM2669,+,RegulonDB
soxR,STM2670,STM2670,+,RegulonDB
soxR,STM3325,STM3325,+,RegulonDB
soxR,STM3329,STM3329,+-,RegulonDB
soxR,STM4055,STM4055,+,RegulonDB
soxR,STM4263,STM4263,+,RegulonDB
soxR,STM4265,STM4265,+,RegulonDB
soxR,STM4266,STM4266,+-,RegulonDB
soxR,STM4456,STM4456,+,RegulonDB
soxS,STM0134,STM0134,+,RegulonDB
soxS,STM0459,STM0459,+,RegulonDB
soxS,STM0460,STM0460,+,RegulonDB
soxS,STM0461,STM0461,+,RegulonDB
soxS,STM0475,STM0475,+-,RegulonDB
soxS,STM0476,STM0476,+-,RegulonDB
soxS,STM0578,STM0578,+,RegulonDB
soxS,STM0693,STM0693,+-,RegulonDB
soxS,STM0694,STM0694,+,RegulonDB
soxS,STM0780,STM0780,+-,RegulonDB
soxS,STM0873,STM0873,+,RegulonDB
soxS,STM0874,STM0874,+,RegulonDB
soxS,STM0875,STM0875,+,RegulonDB
soxS,STM0876,STM0876,+,RegulonDB
soxS,STM0935,STM0935,+,RegulonDB
