,start,stop,strand,gene_name,length,,gene_product,evidence,PMID_list,confidence,all_bnumber,regulonDB_geneID
b4160,4389392,4390360,-,psd,968,,phosphatidylserine decarboxylase proenzyme,,"1495415,211116,322713,3535891,368058,4943977,5002558,6754694,7011377,",,b4160,ECK120000766
b4161,4390457,4391509,-,rsgA,1052,,ribosome small subunit-dependent GTPase A,,"19749383,24671761,26823481,27388791,29511080,",,b4161,ECK120004337
b4162,4391604,4392149,+,orn,545,,oligoribonuclease,,,,b4162,ECK120004338
b4163,4392360,4392435,+,glyV,75,,tRNA-Gly(GCC),,,,b4163,ECK120002480
b4164,4392472,4392547,+,glyX,75,,tRNA-Gly(GCC),,,,b4164,ECK120002482
b4165,4392583,4392658,+,glyY,75,,tRNA-Gly(GCC),,,,b4165,ECK120002483
b4670,4392892,4392945,+,yjeV,53,,uncharacterized protein YjeV,,,,b4670,ECK120048854
b4166,4392928,4394067,-,queG,1139,,epoxyqueuosine reductase,,,,b4166,ECK120004339
b4167,4394066,4395613,+,nnr,1547,,NAD(P)HX epimerase / NAD(P)HX dehydratase,,,,b4167,ECK120001694
b4168,4395585,4396046,+,tsaE,461,,"N-L-threonylcarbamoyladenine synthase, TsaE subunit",,"20701780,22268863,",,b4168,ECK120001693
b4169,4396065,4397402,+,amiB,1337,,#NAME?,,"1102308,12399477,6133749,7511774,",,b4169,ECK120001332
b4170,4397412,4399259,+,mutL,1847,,DNA mismatch repair protein MutL,,"25701376,31757945,",,b4170,ECK120001254
b4171,4399252,4400202,+,miaA,950,,tRNA dimethylallyltransferase,,"8371264,",,b4171,ECK120000588
b4172,4400288,4400596,+,hfq,308,,RNA-binding protein Hfq,,"14526009,28334975,",,b4172,ECK120000431
b4173,4400672,4401952,+,hflX,1280,,ribosome rescue factor HflX,[IDA|S|Inferred from direct assay],"22750478,26458047,2824788,7984093,",Strong,b4173,ECK120000430
b4174,4402038,4403297,+,hflK,1259,,regulator of FtsH protease,"[IGI|W|Inferred from genetic interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host]","8947034,9159109,",Strong,b4174,ECK120000429
b4175,4403300,4404304,+,hflC,1004,,regulator of FtsH protease,"[IGI|W|Inferred from genetic interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host]","8947034,9159109,",Strong,b4175,ECK120000428
b4176,4404386,4404583,+,yjeT,197,,DUF2065 domain-containing protein YjeT,,,,b4176,ECK120004340
b4177,4404687,4405985,+,purA,1298,,adenylosuccinate synthetase,,,,b4177,ECK120000781
b4178,4406190,4406615,+,nsrR,425,,DNA-binding transcriptional repressor NsrR,,,,b4178,ECK120001192
b4179,4406654,4409095,+,rnr,2441,,RNase R,,"11248028,14527658,18337246,19161851,21445001,22328678,22609921,22957931,29180590,779788,",,b4179,ECK120001234
b4180,4409275,4410006,+,rlmB,731,,23S rRNA 2'--ribose G2251 methyltransferase,,,,b4180,ECK120004341
b4181,4410133,4410534,+,yjfI,401,,DUF2170 domain-containing protein YjfI,,,,b4181,ECK120004342
b4182,4410553,4411251,+,yjfJ,698,,PspA family protein YjfJ,,,,b4182,ECK120004343
b4183,4411302,4411961,+,yjfK,659,,DUF2491 domain-containing protein YjfK,,,,b4183,ECK120004344
b4184,4411979,4412377,+,yjfL,398,,DUF350 domain-containing inner membrane protein YjfL,,,,b4184,ECK120004345
b4185,4412387,4413025,+,yjfM,638,,DUF1190 domain-containing protein YjfM,,,,b4185,ECK120004346
b4186,4413028,4414191,+,yjfC,1163,,putative acid&mdash;amine ligase YjfC,,,,b4186,ECK120001746
b4187,4414275,4415900,+,aidB,1625,,putative acyl-CoA dehydrogenase AidB,,"15977811,",,b4187,ECK120001745
b4188,4416017,4416292,-,yjfN,275,,protease activator YjfN,"[IMP|W|Inferred from mutant phenotype],[APPH|S|Assay of protein purified  to homogeneity]","12123445,15690043,19246752,28947671,",Strong,b4188,ECK120004347
b4189,4416441,4416770,-,bsmA,329,,DUF1471 domain-containing putative lipoprotein BsmA,"[IMP|W|Inferred from mutant phenotype],[IEP|W|Inferred from expression pattern]","19833773,",Weak,b4189,ECK120004348
b4190,4416952,4417701,+,yjfP,749,,carboxylesterase,,,,b4190,ECK120004349
b4191,4417698,4418453,-,ulaR,755,,DNA-binding transcriptional repressor UlaR,[IEP|W|Inferred from expression pattern],"12374842,",Weak,b4191,ECK120004350
b4192,4418561,4419625,-,ulaG,1064,,L-ascorbate-6-phosphate lactonase,,"12374842,",,b4192,ECK120004351
b4193,4419980,4421377,+,ulaA,1397,,L-ascorbate specific PTS enzyme IIC component,,"11741871,",,b4193,ECK120004352
b4194,4421393,4421698,+,ulaB,305,,L-ascorbate specific PTS enzyme IIB component,,"11741871,",,b4194,ECK120002309
b4195,4421708,4422172,+,ulaC,464,,L-ascorbate specific PTS enzyme IIA component,,,,b4195,ECK120002310
b4196,4422186,4422836,+,ulaD,650,,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,,"11741871,",,b4196,ECK120004353
b4197,4422846,4423700,+,ulaE,854,,L-ribulose-5-phosphate 3-epimerase UlaE,,"11741871,",,b4197,ECK120004354
b4198,4423700,4424386,+,ulaF,686,,L-ribulose-5-phosphate 4-epimerase UlaF,,,,b4198,ECK120004355
b4199,4424516,4424791,-,yjfY,275,,DUF1471 domain-containing protein YjfY,,,,b4199,ECK120004356
b4200,4425118,4425513,+,rpsF,395,,30S ribosomal subunit protein S6,,"21030658,25007658,3373530,",,b4200,ECK120000896
b4201,4425520,4425834,+,priB,314,,primosomal replication protein N,,"1646811,1856227,27718375,",,b4201,ECK120000755
b4202,4425839,4426066,+,rpsR,227,,30S ribosomal subunit protein S18,,"3373530,",,b4202,ECK120000908
b4203,4426108,4426557,+,rplI,449,,50S ribosomal subunit protein L9,,"11474114,11563917,16272117,16930151,1702198,18514735,1939233,21596992,21757758,23517076,2578985,2581817,340925,342903,3528756,3541786,366612,414209,6341200,6358224,6359156,6402016,6450872,68433,827440,",,b4203,ECK120000861
b4204,4426628,4427422,-,yjfZ,794,,protein YjfZ,,,,b4204,ECK120004357
b4205,4427694,4428095,+,ytfA,401,,putative transcriptional regulator YtfA,,,,b4205,ECK120004358
b4206,4428079,4428717,-,ytfB,638,,cell division protein YtfB,,,,b4206,ECK120004359
b4207,4428935,4429555,+,fklB,620,,peptidyl-prolyl  isomerase FklB,,,,b4207,ECK120004360
b4208,4429864,4431276,+,cycA,1412,,D-serine/alanine/glycine/:Hsymporter,,"32518189,4583203,7894704,",,b4208,ECK120002311
b4209,4431321,4431983,-,ytfE,662,,iron-sulfur cluster repair protein YtfE,"[IMP|W|Inferred from mutant phenotype],[APPH|S|Assay of protein purified  to homogeneity]","15546870,16261196,16553864,17289666,18357473,",Strong,b4209,ECK120004361
b4210,4432091,4433056,-,ytfF,965,,inner membrane protein YtfF,,"21531828,31438868,",,b4210,ECK120004362
b4211,4433164,4434024,-,qorB,860,,NAD(P)H:quinone oxidoreductase,,,,b4211,ECK120004363
b4212,4434113,4434493,+,ytfH,380,,putative transcriptional regulator YtfH,,,,b4212,ECK120004364
b4213,4434622,4436565,-,cpdB,1943,,2'3' cyclic nucleotide phosphodiesterase/3' nucleotidase,,"6251162,",,b4213,ECK120000156
b4214,4436755,4437495,+,cysQ,740,,"3'(2'),5'-bisphosphate nucleotidase",,,,b4214,ECK120000039
b4215,4437707,4438645,+,ytfI,938,,protein YtfI,,,,b4215,ECK120004365
b4216,4438708,4439262,-,ytfJ,554,,PF09695 family protein YtfJ,,"24891291,",,b4216,ECK120004366
b4217,4439587,4439793,+,ytfK,206,,stringent response modulator YtfK,,,,b4217,ECK120004367
b4218,4439872,4441215,-,ytfL,1343,,UPF0053 family inner membrane protein YtfL,,"31438868,",,b4218,ECK120004368
,4441225,4441330,-,,105,,small RNA,,,,,ECK125135311
b4219,4441538,4442176,-,msrA,638,,methionine sulfoxide reductase A,,"10360685,10569933,11116194,11860363,1468111,15756465,16505957,7017726,",,b4219,ECK120001397
b4220,4442382,4444115,+,tamA,1733,,translocation and assembly module subunit TamA,"[IMP|W|Inferred from mutant phenotype],[IFC|S|Inferred by functional complementation]","22466966,26427691,",Strong,b4220,ECK120004369
b4221,4444112,4447891,+,tamB,3779,,translocation and assembly module subunit TamB,"[IMP|W|Inferred from mutant phenotype],[IFC|S|Inferred by functional complementation]","22125496,22466966,25195908,",Strong,b4221,ECK120004370
b4222,4447894,4448235,+,ytfP,341,,&gamma;-glutamylamine cyclotransferase family protein YtfP,,,,b4222,ECK120004371
b4223,4447976,4448245,-,yzfA,269,,,,,,b4223,ECK120001193
b4224,4448447,4448698,+,chpS,251,,ChpS antitoxin of the ChpB-ChpS toxin-antitoxin system,,"3525538,",,b4224,ECK120001225
b4225,4448692,4449042,+,chpB,350,,endoribonuclease toxin ChpB,,,,b4225,ECK120002001
b4226,4449122,4449652,-,ppa,530,,inorganic pyrophosphatase,,"2160278,2848015,",,b4226,ECK120000746
b4227,4449962,4450918,+,ytfQ,956,,galactofuranose ABC transporter periplasmic binding protein,,,,b4227,ECK120002312
b4485,4451058,4452560,+,ytfR,1502,,galactofuranose ABC transporter putative ATP binding subunit,,,,"b4228,b4229,b4485",ECK120002313
b4230,4452571,4453596,+,ytfT,1025,,galactofuranose ABC transporter putative membrane subunit YtfT,,"31438868,",,b4230,ECK120002314
b4231,4453583,4454578,+,yjfF,995,,galactofuranose ABC transporter putative membrane subunit YjtF,,"31438868,",,b4231,ECK120002293
b4232,4454611,4455609,-,fbp,998,,"fructose-1,6-bisphosphatase 1",,,,b4232,ECK120000277
b4233,4455785,4457158,+,mpl,1373,,"UDP--2,6-diaminoheptanedioate ligase",,,,b4233,ECK120002294
b4234,4457314,4457865,-,yjgA,551,,DUF615 domain-containing protein YjgA,,"23228329,",,b4234,ECK120001376
b4235,4457959,4459311,+,tldE,1352,,metalloprotease subunit TldE,,,,b4235,ECK120000732
b4236,4459488,4459855,+,cybC,367,,,,,,b4236,ECK120002567
b4237,4459900,4460364,-,nrdG,464,,anaerobic ribonucleoside-triphosphate reductase activating protein,,"12206460,7852304,",,b4237,ECK120004452
b4238,4460522,4462660,-,nrdD,2138,,anaerobic ribonucleoside-triphosphate reductase,,"10531327,1460049,1460050,1953774,24827372,8621608,9305874,",,b4238,ECK120001382
b4239,4463054,4464709,-,treC,1655,,trehalose-6-phosphate hydrolase,,,,b4239,ECK120001368
b4240,4464759,4466180,-,treB,1421,,trehalose-specific PTS enzyme IIBC component,,,,b4240,ECK120002029
b4241,4466299,4467246,-,treR,947,,DNA-binding transcriptional repressor TreR,,,,b4241,ECK120002090
b4702,4467431,4467484,+,mgtL,53,,leader peptide MgtL,[IDA|S|Inferred from direct assay],"29100053,",Strong,b4702,ECK125122027
b4242,4467625,4470321,+,mgtA,2696,,Mg importing P-type ATPase,,,,b4242,ECK120002316
b4243,4470527,4470913,-,ridA,386,,"enamine/imine deaminase, redox-regulated chaperone",,"11151008,",,b4243,ECK120004372
b4244,4470986,4471447,-,pyrI,461,,"aspartate carbamoyltransferase, PyrI subunit",,"4872216,",,b4244,ECK120000802
b4245,4471460,4472395,-,pyrB,935,,aspartate carbamoyltransferase catalytic subunit,,,,b4245,ECK120000796
b4246,4472399,4472533,-,pyrL,134,, operon leader peptide,"[IDA|S|Inferred from direct assay],[IMP|W|Inferred from mutant phenotype]","2991885,",Strong,b4246,ECK120001252
b4247,4472513,4472845,+,Phantom Gene,332,,,,,,b4247,ECK120004373
b4248,4472814,4473209,-,yjgH,395,,RutC family protein YjgH,,,,b4248,ECK120004374
b4249,4473340,4474053,-,bdcA,713,,c-di-GMP-binding biofilm dispersal mediator protein,,,,b4249,ECK120004375
b4251,4474124,4474717,+,bdcR,593,,putative transcriptional regulator BdcR,[IMP|W|Inferred from mutant phenotype],"21059164,",Weak,b4251,ECK120004377
b4250,4474227,4474391,+,Phantom Gene,164,,,,,,b4250,ECK120004376
b4252,4474862,4475314,+,tabA,452,,DUF386 domain-containing toxin-antitoxin biofilm protein TabA,[IMP|W|Inferred from mutant phenotype],,Weak,b4252,ECK120004378
b4253,4475437,4477251,+,yjgL,1814,,protein YjgL,,,,b4253,ECK120004379
b4254,4477307,4478311,-,argI,1004,,ornithine carbamoyltransferase ArgI,,,,b4254,ECK120000065
b4255,4478473,4478889,+,rraB,416,,ribonuclease E inhibitor protein B,,,,b4255,ECK120004380
b4256,4479034,4479537,-,yjgM,503,,putative acetyltransferase YjgM,,,,b4256,ECK120004381
b4257,4479730,4480926,+,yjgN,1196,,inner membrane protein YjgN,,,,b4257,ECK120004382
b4258,4480982,4483837,-,valS,2855,,valine&mdash;tRNA ligase,,"19574213,20483314,",,b4258,ECK120001056
b4259,4483837,4484280,-,holC,443,,DNA polymerase III subunit &chi;,,"27150717,27718375,8246893,8389364,",,b4259,ECK120001379
b4260,4484440,4485951,-,pepA,1511,,aminopeptidase A/I,,"14741201,",,b4260,ECK120000686
b4800,4486105,4486155,+,ytgA,50,,protein YtgA,,,,b4800,ECK125286424
b4261,4486218,4487318,+,lptF,1100,,lipopolysaccharide transport system protein LptF,,"27529623,",,b4261,ECK120004383
b4262,4487318,4488400,+,lptG,1082,,lipopolysaccharide transport system protein LptG,,,,b4262,ECK120004384
b4263,4488561,4490063,-,yjgR,1502,,DUF853 domain-containing protein YjgR,,,,b4263,ECK120004385
b4264,4490141,4491139,-,idnR,998,,DNA-binding transcriptional dual regulator IdnR,,"11441462,",,b4264,ECK120004386
b4265,4491206,4492525,-,idnT,1319,,L-idonate/5-ketogluconate/gluconate transporter,,,,b4265,ECK120002317
b4266,4492587,4493351,-,idnO,764,,5-keto-D-gluconate 5-reductase,,,,b4266,ECK120004387
b4267,4493375,4494406,-,idnD,1031,,L-idonate 5-dehydrogenase,,,,b4267,ECK120004388
b4268,4494623,4495186,+,idnK,563,,"D-gluconate kinase, thermosensitive",,"11430650,22688914,9151423,",,b4268,ECK120002051
b4269,4495190,4496209,-,ahr,1019,,NADPH-dependent aldehyde reductase Ahr,,,,b4269,ECK120001400
b4270,4496405,4496489,+,leuX,84,,tRNA-Leu(CAA),[TAS|W|Traceable author statement],"7033244,",Weak,b4270,ECK120002495
b4271,4496750,4497940,+,intB,1190,,KpLE2 phage-like element; putative integrase,,,,b4271,ECK120002232
b4272,4498272,4498637,+,insC6,365,,KpLE2 phage-like element; IS2 insertion element repressor InsA,,,,b4272,ECK120004389
,4498272,4499500,+,insCD6,1228,,IS2 element transposase InsAB',,"9302014,",,,ECK120023922
b4273,4498595,4499500,+,insD6,905,,KpLE2 phage-like element; IS2 insertion element protein InsB,,,,b4273,ECK120004390
b4575,4499593,4500791,-,yjgX,1198,,"KpLE2 phage-like element; putative phosphoethanolamine transferase YjgX, N-terminal fragment",,,,"b4275,b4276,b4560,b4575",ECK120004393
b4274,4499599,4499934,+,yjgW,335,,,,,,b4274,ECK120004391
b4277,4501260,4501589,+,yjgZ,329,,KpLE2 phage-like element; uncharacterized protein YjgZ,,,,b4277,ECK120004394
b4278,4502103,4503431,-,insG,1328,,KpLE2 phage-like element; IS putative transposase,,"2558284,2561211,2564160,2870515,2996976,3030884,392235,6096210,6248723,6248724,6268937,6270501,6271469,6283315,7934941,",,b4278,ECK120004395
b4279,4504058,4505275,+,nanX,1217,,sialic acid transporter NanX,,"32669363,",,b4279,ECK120002318
b4280,4505287,4506405,+,nanY,1118,,"KpLE2 phage-like element; 2,7-anhydro--acetylneuraminate hydratase",,,,b4280,ECK120004396
b4655,4506448,4506573,+,ythA,125,,KpLE2 phage-like element; uncharacterized protein YthA,,,,b4655,ECK120033233
b4281,4506626,4506856,-,yjhD,230,,KpLE2 phage-like element; surface adhesin E-like protein,,,,b4281,ECK120004397
b4282,4506861,4507109,+,yjhE,248,,KpLE2 phage-like element; putative membrane protein (pseudogene),,"27363198,",,b4282,ECK120004398
b4284,4507466,4508617,-,insI3,1151,,KpLE2 phage-like element; IS30 transposase,,,,b4284,ECK120004400
b4561,4508684,4508942,-,insM,258,,,,,,b4561,ECK120026457
b4286,4509804,4510133,+,yjhV,329,,KpLE2 phage-like element; putative uncharacterized protein YjhV,,,,b4286,ECK120004402
b4287,4510690,4511457,-,fecE,767,,ferric citrate ABC transporter ATP binding subunit,,,,b4287,ECK120000284
b4288,4511458,4512414,-,fecD,956,,ferric citrate ABC transporter membrane subunit FecD,,,,b4288,ECK120000283
b4289,4512411,4513409,-,fecC,998,,ferric citrate ABC transporter membrane subunit FecC,,,,b4289,ECK120000282
b4290,4513406,4514308,-,fecB,902,,ferric citrate ABC transporter periplasmic binding protein,,"17660286,21194366,2651410,2836368,6268411,6376472,",,b4290,ECK120000281
b4291,4514353,4516677,-,fecA,2324,,ferric citrate outer membrane transporter,,"11566987,15292131,16718599,17186377,17606918,22960041,2836368,29468195,29669516,7734925,8471822,9573190,",,b4291,ECK120000280
b4292,4516764,4517717,-,fecR,953,,ferric citrate regulator FecR,[IMP|W|Inferred from mutant phenotype],"12813067,16193283,16923915,17673165,2254251,7752886,7768834,8596456,9575233,",Weak,b4292,ECK120000286
b4293,4517714,4518235,-,fecI,521,,RNA polymerase sigma factor FecI,,,,b4293,ECK120000285
b4801,4518372,4518440,+,ykiE,68,,protein YkiE,,,,b4801,ECK125286399
b4294,4518527,4518802,+,insA7,275,,KpLE2 phage-like element; IS1 repressor protein InsA,[HIFS|W|Human inference of function from sequence],"1849492,",Weak,b4294,ECK120004403
b4576,4518721,4519224,+,insB7,503,,,,,,"b4563,b4564,b4576",ECK120026458
b4295,4519338,4520324,-,yjhU,986,,KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhU,[AIFS|W|Automated inference of function from sequence],"15556475,29914953,",Weak,b4295,ECK120004404
b4296,4520671,4522020,-,yjhF,1349,,KpLE2 phage-like element; putative transporter YjhF,,,,b4296,ECK120002319
b4297,4522127,4524094,-,yjhG,1967,,KpLE2 phage-like element; D-xylonate dehydratase,,"24391520,27702485,",,b4297,ECK120004405
b4298,4524105,4525010,-,yjhH,905,,KpLE2 phage-like element; putative 2-dehydro-3-deoxy-D-pentonate aldolase,,"26854668,27702485,28926911,29392388,",,b4298,ECK120004406
b4299,4525015,4525803,-,yjhI,788,,KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhI,[HIFS|W|Human inference of function from sequence],"15556475,",Weak,b4299,ECK120004407
b4300,4526106,4526888,-,sgcR,782,,KpLE2 phage-like element; putative DNA-binding transcriptional regulator SgcR,[HIFS|W|Human inference of function from sequence],"10734204,15556475,15608167,",Weak,b4300,ECK120004408
b4301,4526905,4527537,-,sgcE,632,,KpLE2 phage-like element; putative epimerase SgcE,,,,b4301,ECK120004409
b4302,4527549,4527980,-,sgcA,431,,putative PTS enzyme IIA component SgcA,,,,b4302,ECK120002320
b4624,4527977,4528066,+,ryjB,89,,small RNA RyjB,[IMP|W|Inferred from mutant phenotype],"31744883,",Weak,b4624,ECK120030092
b4303,4528111,4528917,-,sgcQ,806,,KpLE2 phage-like element; putative nucleoside triphosphatase,,,,b4303,ECK120004410
b4304,4528930,4530243,-,sgcC,1313,,putative PTS enzyme IIC component SgcC,,,,b4304,ECK120002321
b4565,4530255,4530533,-,sgcB,278,,putative PTS enzyme IIB component SgcB,,,,b4565,ECK120015144
b4305,4530530,4531651,-,sgcX,1121,,KpLE2 phage-like element; putative endoglucanase with Zn-dependent exopeptidase domain,,,,b4305,ECK120002322
b4656,4532050,4532310,-,yjhY,260,,,,,,b4656,ECK125240984
b4306,4532437,4533183,-,yjhP,746,,KpLE2 phage-like element; putative methyltransferase YjhP,,,,b4306,ECK120004411
b4307,4533239,4533784,-,yjhQ,545,,KpLE2 phage-like element; putative acetyltransferase TopAI antitoxin YjhQ,[IMP|W|Inferred from mutant phenotype],"26553797,",Weak,b4307,ECK120004412
b4566,4533796,4534053,-,topAI,257,,"KpLE2 phage-like element; toxin of the TopAI-YjhQ toxin-antitoxin system, TopA inhibitor",[IDA|S|Inferred from direct assay],"26553797,",Strong,b4566,ECK120016325
b4657,4534430,4534675,-,yjhZ,245,,KpLE2 phage-like element; putative acetyltransferase YjhZ,,,,b4657,ECK125240985
b4308,4535015,4536031,+,yjhR,1016,,KpLE2 phage-like element; PLD-like domain-containing protein YjhR,,,,b4308,ECK120004413
b4802,4536597,4536695,+,ythB,98,,protein YthB,,,,b4802,ECK125286411
b4309,4536614,4537594,-,nanS,980,,#NAME?,,,,b4309,ECK120004414
b4310,4537659,4538765,-,nanM,1106,,#NAME?,,,,b4310,ECK120004415
b4311,4538785,4539501,-,nanC,716,,#NAME?,,"12890032,",,b4311,ECK120004416
