locus_tag,start,stop,strand,gene_name,start_codon_pos
PA4756,5339864,5343085,-,carB,5343085
PA4757,5343105,5343755,-,PA4757,5343755
PA4758,5343767,5344903,-,carA,5344903
PA4758.1,5344950,5345060,-,PA4758.1,5345060
PA4759,5345086,5345892,-,dapB,5345892
PA4760,5345949,5347082,-,dnaJ,5347082
PA4761,5347198,5349111,-,dnaK,5349111
PA4762,5349201,5349761,-,grpE,5349761
PA4763,5349929,5351605,+,recN,5349929
PA4764,5351675,5352079,-,fur,5352079
PA4765,5352177,5352707,+,omlA,5352177
PA4766,5352775,5353080,-,PA4766,5353080
PA4767,5353073,5353507,-,PA4767,5353507
PA4768,5353783,5354262,+,smpB,5353783
PA4769,5354285,5355058,-,PA4769,5355058
PA4770,5355387,5357075,+,lldP,5355387
PA4771,5357230,5358375,+,lldD,5357230
PA4772,5358442,5361258,+,PA4772,5358442
PA4773,5361586,5362068,+,PA4773,5361586
PA4774,5362146,5363195,+,PA4774,5362146
PA4775,5363198,5364058,+,PA4775,5363198
PA4776,5364071,5364736,+,pmrA,5364071
PA4777,5364760,5366193,+,pmrB,5364760
PA4778,5366257,5366655,+,cueR,5366257
PA4779,5367187,5368080,-,PA4779,5368080
PA4780,5368170,5369063,-,PA4780,5369063
PA4781,5369187,5370368,-,PA4781,5370368
PA4782,5370476,5370721,-,PA4782,5370721
PA4783,5370755,5371645,-,PA4783,5371645
PA4784,5371800,5372267,+,PA4784,5371800
PA4785,5372591,5373868,-,PA4785,5373868
PA4786,5374123,5375478,+,PA4786,5374123
PA4787,5375590,5376591,-,PA4787,5376591
PA4788,5376852,5377709,+,PA4788,5376852
PA4789,5377791,5378096,+,PA4789,5377791
PA4790,5378093,5378842,+,PA4790,5378093
PA4791,5378908,5379528,+,PA4791,5378908
PA4792,5379513,5380448,-,PA4792,5380448
PA4793,5380580,5381143,+,PA4793,5380580
PA4794,5381145,5381627,+,PA4794,5381145
PA4795,5381617,5381994,+,PA4795,5381617
PA4796,5381991,5382458,+,PA4796,5381991
PA4797,5382796,5383812,-,PA4797,5383812
PA4798,5383947,5384675,+,PA4798,5383947
PA4799,5384698,5385276,-,PA4799,5385276
PA4800,5385273,5386073,-,PA4800,5386073
PA4801,5386369,5386737,-,PA4801,5386737
PA4802,5387000,5387722,+,PA4802,5387000
PA4802.1,5387766,5387857,-,PA4802.1,5387857
PA4803,5387990,5388607,-,PA4803,5388607
PA4804,5388702,5390099,-,PA4804,5390099
PA4805,5390148,5391554,-,PA4805,5391554
PA4806,5391836,5392519,+,PA4806,5391836
PA4807,5392523,5394448,-,selB,5394448
PA4808,5394445,5395851,-,selA,5395851
PA4809,5395930,5396859,-,fdhE,5396859
PA4810,5396992,5397618,-,fdnI,5397618
PA4811,5397690,5398619,-,fdnH,5398619
PA4812,5398628,5401708,-,fdnG,5401708
PA4813,5402016,5402945,-,lipC,5402945
PA4814,5403305,5405350,+,fadH2,5403305
PA4815,5405559,5406008,+,PA4815,5405559
PA4816,5406165,5407400,+,PA4816,5406165
PA4817,5407376,5407870,+,PA4817,5407376
PA4818,5407873,5409309,-,PA4818,5409309
PA4819,5409306,5410280,-,PA4819,5410280
PA4820,5410277,5410639,-,PA4820,5410639
PA4821,5410876,5412237,+,PA4821,5410876
PA4822,5412569,5414236,-,PA4822,5414236
PA4823,5414279,5414488,-,PA4823,5414488
PA4824,5414539,5415315,-,PA4824,5415315
PA4825,5415413,5418124,-,mgtA,5418124
PA4826,5418351,5418569,-,PA4826,5418569
PA4827,5418899,5419738,-,PA4827,5419738
PA4828,5419863,5420318,+,PA4828,5419863
PA4829,5420323,5421726,-,lpd3,5421726
PA4830,5421899,5422438,+,PA4830,5421899
PA4831,5422506,5423066,+,PA4831,5422506
PA4832,5423071,5423868,-,PA4832,5423868
PA4833,5424099,5424716,+,PA4833,5424099
PA4834,5424761,5425615,-,PA4834,5425615
PA4835,5425597,5426898,-,PA4835,5426898
PA4836,5426895,5427686,-,PA4836,5427686
PA4837,5427716,5429842,-,PA4837,5429842
PA4838,5429984,5431138,+,PA4838,5429984
PA4839,5431381,5433291,-,speA,5433291
PA4840,5433541,5433912,-,PA4840,5433912
PA4841,5434116,5434652,-,PA4841,5434652
PA4842,5434656,5435726,-,PA4842,5435726
PA4843,5436079,5437707,+,PA4843,5436079
PA4844,5437785,5439758,+,PA4844,5437785
PA4845,5439918,5441693,+,dipZ,5439918
PA4846,5441837,5442280,+,aroQ1,5441837
PA4847,5442304,5442774,+,accB,5442304
PA4848,5442792,5444141,+,accC,5442792
PA4849,5444252,5445118,+,PA4849,5444252
PA4850,5445199,5446083,+,prmA,5445199
PA4851,5446179,5447444,+,PA4851,5446179
PA4852,5447648,5448646,+,PA4852,5447648
PA4853,5448643,5448966,+,fis,5448643
PA4854,5449046,5450653,+,purH,5449046
PA4855,5450757,5452046,+,purD,5450757
PA4856,5452150,5454978,+,retS,5452150
PA4857,5455434,5456027,+,PA4857,5455434
PA4858,5456452,5457717,+,PA4858,5456452
PA4859,5457864,5459453,+,PA4859,5457864
PA4860,5459450,5460529,+,PA4860,5459450
PA4861,5460526,5461383,+,PA4861,5460526
PA4862,5461520,5462218,+,PA4862,5461520
PA4863,5462302,5462754,+,PA4863,5462302
PA4864,5462763,5463605,+,ureD,5462763
PA4865,5463607,5463909,+,ureA,5463607
PA4866,5463918,5464436,+,PA4866,5463918
PA4867,5464453,5464758,+,ureB,5464453
PA4868,5464821,5466521,+,ureC,5464821
PA4869,5466790,5468007,+,PA4869,5466790
PA4870,5468017,5468283,-,PA4870,5468283
PA4871,5468409,5469023,+,PA4871,5468409
PA4872,5469115,5469978,-,PA4872,5469978
PA4873,5470186,5471451,+,PA4873,5470186
PA4874,5471626,5472042,-,PA4874,5472042
PA4876,5472824,5473168,+,osmE,5472824
PA4877,5473212,5473619,-,PA4877,5473619
PA4878,5473766,5474578,+,PA4878,5473766
PA4879,5474580,5476649,-,PA4879,5476649
PA4880,5476945,5477478,+,PA4880,5476945
PA4881,5477754,5478095,+,PA4881,5477754
PA4882,5478209,5478976,-,PA4882,5478976
PA4883,5478973,5479587,-,PA4883,5479587
PA4884,5479641,5480264,-,PA4884,5480264
PA4885,5480402,5481091,+,irlR,5480402
PA4886,5481070,5482461,+,PA4886,5481070
PA4887,5482452,5483768,-,PA4887,5483768
PA4888,5483988,5485100,-,desB,5485100
PA4889,5485097,5486197,-,PA4889,5486197
PA4890,5486356,5486985,+,desT,5486356
PA4891,5487215,5487718,+,ureE,5487215
PA4892,5487715,5488386,+,ureF,5487715
PA4893,5488397,5489011,+,ureG,5488397
PA4894,5489041,5489613,+,PA4894,5489041
PA4895,5489630,5490652,-,PA4895,5490652
PA4896,5490645,5491181,-,PA4896,5491181
PA4897,5491346,5494315,+,PA4897,5491346
PA4898,5494460,5495713,-,opdK,5495713
PA4899,5495821,5497290,-,PA4899,5497290
PA4900,5497313,5498653,-,PA4900,5498653
PA4901,5498740,5500326,-,mdlC,5500326
PA4902,5500427,5501323,+,PA4902,5500427
PA4903,5501338,5502672,-,PA4903,5502672
PA4904,5503051,5504106,+,vanA,5503051
PA4905,5504121,5505074,+,vanB,5504121
PA4906,5505071,5505784,-,PA4906,5505784
PA4907,5505848,5506609,-,PA4907,5506609
PA4908,5506966,5507898,-,PA4908,5507898
PA4909,5507969,5508685,-,PA4909,5508685
PA4910,5508682,5509554,-,PA4910,5509554
PA4911,5509551,5510828,-,PA4911,5510828
PA4912,5510839,5511753,-,PA4912,5511753
PA4913,5511988,5513112,-,PA4913,5513112
PA4914,5513732,5514670,+,PA4914,5513732
PA4915,5514727,5516352,+,PA4915,5514727
PA4916,5516399,5517094,-,PA4916,5517094
PA4917,5517109,5517711,-,PA4917,5517711
PA4918,5517821,5518480,+,PA4918,5517821
PA4919,5518483,5519682,+,pncB1,5518483
PA4920,5519711,5520538,+,nadE,5519711
PA4921,5520672,5521595,+,PA4921,5520672
PA4922,5521664,5522110,-,azu,5522110
PA4923,5522386,5522973,+,PA4923,5522386
PA4924,5522986,5523681,-,PA4924,5523681
PA4925,5523868,5524719,-,PA4925,5524719
PA4926,5524970,5525905,-,PA4926,5525905
PA4927,5525905,5528397,-,PA4927,5528397
PA4928,5528659,5530902,-,PA4928,5530902
PA4929,5530973,5533015,+,PA4929,5530973
PA4930,5533017,5534093,-,alr,5534093
PA4931,5534162,5535556,-,dnaB,5535556
PA4932,5535685,5536131,-,rplI,5536131
PA4933,5536153,5537022,-,PA4933,5537022
PA4934,5537059,5537289,-,rpsR,5537289
PA4935,5537319,5537738,-,rpsF,5537738
PA4936,5537953,5538699,-,PA4936,5538699
PA4937,5538696,5541410,-,rnr,5541410
PA4937.1,5541614,5541700,+,PA4937.1,5541614
PA4937.2,5541830,5541916,+,PA4937.2,5541830
PA4938,5542073,5543365,-,purA,5543365
PA4939,5543417,5544601,-,PA4939,5544601
PA4940,5544636,5544821,-,PA4940,5544821
PA4941,5544917,5545786,-,hflC,5545786
PA4942,5545786,5546988,-,hflK,5546988
PA4943,5547083,5548384,-,PA4943,5548384
PA4944,5548397,5548645,-,hfq,5548645
PA4945,5548751,5549722,-,miaA,5549722
PA4946,5549780,5551681,-,mutL,5551681
PA4947,5551681,5553108,-,amiB,5553108
PA4948,5553117,5553584,-,PA4948,5553584
PA4949,5553572,5555080,-,PA4949,5555080
PA4950,5555162,5556247,+,PA4950,5555162
PA4951,5556281,5556823,-,orn,5556823
PA4952,5556935,5557954,+,PA4952,5556935
PA4953,5557958,5559001,-,motB,5559001
PA4954,5559021,5559872,-,motA,5559872
PA4955,5560013,5561524,+,PA4955,5560013
PA4956,5561599,5562414,+,rhdA,5561599
PA4957,5562418,5563287,+,psd,5562418
PA4958,5563605,5565428,+,fimW,5563605
PA4959,5565493,5567568,+,fimX,5565493
PA4960,5567655,5568944,-,PA4960,5568944
PA4961,5569090,5570628,+,PA4961,5569090
PA4962,5570625,5571161,+,PA4962,5570625
PA4963,5571219,5571929,-,PA4963,5571929
PA4964,5572222,5574486,-,parC,5574486
PA4965,5574494,5575018,-,PA4965,5575018
PA4966,5575015,5576028,-,PA4966,5576028
PA4967,5576028,5577917,-,parE,5577917
PA4968,5577929,5578549,-,PA4968,5578549
PA4969,5578681,5579499,-,cpdA,5579499
PA4970,5579653,5580111,-,PA4970,5580111
PA4971,5580102,5580719,-,aspP,5580719
PA4972,5580962,5581708,+,PA4972,5580962
PA4973,5581762,5583645,-,thiC,5583645
PA4974,5584101,5585549,+,PA4974,5584101
PA4975,5585615,5586319,-,PA4975,5586319
PA4976,5586370,5587551,-,aruH,5587551
PA4977,5587574,5589253,-,aruI,5589253
PA4978,5589295,5591385,-,PA4978,5591385
PA4979,5591452,5592612,-,PA4979,5592612
PA4980,5592633,5593424,-,PA4980,5593424
PA4981,5593683,5595095,-,PA4981,5595095
PA4982,5595279,5597531,-,PA4982,5597531
PA4983,5598308,5599042,-,PA4983,5599042
PA4984,5599160,5599807,-,PA4984,5599807
PA4985,5599884,5600975,-,PA4985,5600975
PA4986,5601149,5603095,+,PA4986,5601149
PA4987,5603173,5603772,+,PA4987,5603173
PA4988,5603821,5605098,-,waaA,5605098
PA4989,5605134,5606018,-,PA4989,5606018
PA4990,5606103,5606435,+,PA4990,5606103
PA4991,5606496,5607671,+,PA4991,5606496
PA4992,5607668,5608480,+,PA4992,5607668
PA4993,5608649,5609569,+,PA4993,5608649
PA4994,5609594,5610802,-,PA4994,5610802
PA4995,5610851,5612140,-,PA4995,5612140
PA4996,5612268,5613692,-,rfaE,5613692
PA4997,5613733,5615544,-,msbA,5615544
PA4998,5615652,5616302,+,PA4998,5615652
PA4999,5616310,5617515,+,waaL,5616310
PA5000,5617534,5618418,-,wapR,5618418
PA5001,5618579,5619535,-,PA5001,5619535
PA5002,5619608,5621026,-,PA5002,5621026
PA5003,5621030,5621926,-,PA5003,5621926
PA5004,5621920,5623056,-,PA5004,5623056
PA5005,5623040,5624797,-,PA5005,5624797
PA5006,5624901,5626379,-,PA5006,5626379
PA5007,5626376,5627134,-,PA5007,5627134
PA5008,5627131,5627865,-,PA5008,5627865
PA5009,5627865,5628671,-,waaP,5628671
PA5010,5628668,5629789,-,waaG,5629789
PA5011,5629786,5630853,-,waaC,5630853
PA5012,5630850,5631887,-,waaF,5631887
PA5013,5631947,5632870,-,ilvE,5632870
PA5014,5632926,5635874,-,glnE,5635874
PA5015,5636156,5638804,+,aceE,5636156
PA5016,5638949,5640592,+,aceF,5638949
PA5017,5641010,5643709,+,PA5017,5641010
PA5018,5643803,5644450,+,msrA,5643803
PA5019,5644454,5645290,-,PA5019,5645290
PA5020,5645593,5647395,+,PA5020,5645593
PA5021,5647814,5649430,+,PA5021,5647814
PA5022,5649522,5652878,+,PA5022,5649522
PA5023,5652945,5654405,+,PA5023,5652945
PA5024,5654556,5655527,+,PA5024,5654556
PA5025,5655648,5656925,+,metY,5655648
PA5026,5657016,5657468,+,PA5026,5657016
PA5027,5657581,5658396,+,PA5027,5657581
PA5028,5658418,5659185,-,PA5028,5659185
PA5029,5659276,5660181,-,PA5029,5660181
PA5030,5660357,5661673,+,PA5030,5660357
PA5031,5661701,5662630,-,PA5031,5662630
PA5032,5662742,5663815,+,PA5032,5662742
PA5033,5663889,5664869,+,PA5033,5663889
PA5034,5664990,5666057,-,hemE,5666057
PA5035,5666234,5667667,-,gltD,5667667
PA5036,5667696,5672141,-,gltB,5672141
PA5037,5672366,5674021,-,PA5037,5674021
PA5038,5674028,5675134,-,aroB,5675134
PA5039,5675184,5675702,-,aroK,5675702
PA5040,5675714,5677858,-,pilQ,5677858
PA5041,5677912,5678436,-,pilP,5678436
PA5042,5678433,5679056,-,pilO,5679056
PA5043,5679053,5679649,-,pilN,5679649
PA5044,5679649,5680713,-,pilM,5680713
PA5045,5680898,5683366,+,ponA,5680898
PA5046,5683471,5684739,-,PA5046,5684739
PA5047,5684842,5686281,-,PA5047,5686281
PA5048,5686278,5687045,-,PA5048,5687045
PA5049,5687105,5687320,-,rpmE,5687320
PA5050,5687496,5689715,+,priA,5687496
PA5051,5689964,5691727,+,argS,5689964
PA5052,5691762,5692457,+,PA5052,5691762
PA5053,5692576,5693109,+,hslV,5692576
PA5054,5693138,5694481,+,hslU,5693138
PA5055,5694576,5694947,+,PA5055,5694576
PA5056,5695366,5697045,+,phaC1,5695366
PA5057,5697198,5698055,+,phaD,5697198
PA5058,5698359,5700041,+,phaC2,5698359
PA5059,5700097,5700714,+,PA5059,5700097
PA5060,5700758,5701687,-,phaF,5701687
PA5061,5701698,5702114,-,PA5061,5702114
PA5062,5702258,5702533,-,PA5062,5702533
PA5063,5702669,5703439,+,ubiE,5702669
PA5064,5703454,5704080,+,PA5064,5703454
PA5065,5704077,5705678,+,ubiB,5704077
PA5066,5705794,5706198,+,hisI,5705794
PA5067,5706191,5706526,+,hisE,5706191
PA5068,5706552,5706800,+,tatA,5706552
PA5069,5706814,5707239,+,tatB,5706814
PA5070,5707236,5708039,+,tatC,5707236
PA5071,5708036,5708743,+,PA5071,5708036
PA5072,5708955,5710898,+,PA5072,5708955
PA5073,5711008,5711469,+,PA5073,5711008
PA5074,5711477,5712211,-,PA5074,5712211
PA5075,5712204,5713166,-,PA5075,5713166
PA5076,5713232,5714032,-,PA5076,5714032
PA5077,5714270,5716855,-,mdoH,5716855
PA5078,5716848,5718425,-,PA5078,5718425
PA5079,5718882,5719319,-,PA5079,5719319
PA5080,5719316,5720287,-,PA5080,5720287
PA5081,5720469,5720945,+,PA5081,5720469
PA5082,5720950,5721849,-,PA5082,5721849
PA5083,5721892,5722242,-,PA5083,5722242
PA5084,5722267,5723517,-,PA5084,5723517
PA5085,5723582,5724538,+,PA5085,5723582
PA5087,5725479,5726348,-,PA5087,5726348
PA5088,5726357,5727238,-,PA5088,5727238
PA5089,5727239,5729476,-,PA5089,5729476
PA5090,5729473,5731845,-,PA5090,5731845
PA5091,5732116,5732916,-,hutG,5732916
PA5092,5732909,5734117,-,hutI,5734117
PA5093,5734114,5735646,-,PA5093,5735646
PA5094,5735643,5736473,-,PA5094,5736473
PA5095,5736470,5737321,-,PA5095,5737321
PA5096,5737346,5738314,-,PA5096,5738314
PA5097,5738432,5739835,-,PA5097,5739835
PA5098,5739898,5741427,-,hutH,5741427
PA5099,5741524,5742966,-,PA5099,5742966
PA5100,5743074,5744753,-,hutU,5744753
PA5101,5745079,5745876,-,PA5101,5745876
PA5102,5745895,5746833,-,PA5102,5746833
PA5103,5746849,5747871,-,PA5103,5747871
PA5104,5748013,5748603,-,PA5104,5748603
PA5105,5748600,5749352,-,hutC,5749352
PA5106,5749453,5750814,+,PA5106,5749453
PA5107,5750961,5751530,-,blc,5751530
PA5108,5751527,5751784,-,PA5108,5751784
PA5109,5751857,5752459,-,PA5109,5752459
PA5110,5752464,5753474,-,fbp,5753474
PA5111,5753614,5754144,-,gloA3,5754144
PA5112,5754298,5756238,-,estA,5756238
PA5113,5756347,5757741,-,PA5113,5757741
PA5114,5757738,5761343,-,PA5114,5761343
PA5115,5761482,5762066,-,PA5115,5762066
PA5116,5762150,5762575,+,PA5116,5762150
PA5117,5762659,5764476,-,typA,5764476
PA5118,5764693,5766147,-,thiI,5766147
PA5119,5766484,5767893,+,glnA,5766484
PA5120,5768041,5768445,+,PA5120,5768041
PA5121,5768442,5770649,-,PA5121,5770649
PA5122,5770937,5771458,+,PA5122,5770937
PA5123,5771455,5772027,+,PA5123,5771455
PA5124,5772298,5773374,+,ntrB,5772298
PA5125,5773377,5774807,+,ntrC,5773377
PA5126,5775620,5776087,-,PA5126,5776087
PA5127,5776086,5776547,+,PA5127,5776086
PA5128,5776606,5777097,-,secB,5777097
PA5129,5777134,5777388,-,grx,5777388
PA5130,5777390,5777809,-,PA5130,5777809
PA5131,5778134,5779681,+,pgm,5778134
PA5132,5779995,5780813,+,PA5132,5779995
PA5133,5780963,5782249,+,PA5133,5780963
PA5134,5782278,5783588,+,PA5134,5782278
PA5135,5783588,5784361,+,PA5135,5783588
PA5136,5784430,5785911,+,PA5136,5784430
PA5137,5785948,5786703,-,PA5137,5786703
PA5138,5786853,5787605,-,PA5138,5787605
PA5139,5787696,5788442,-,PA5139,5788442
PA5140,5788614,5789384,-,hisF1,5789384
PA5141,5789395,5790132,-,hisA,5790132
PA5142,5790445,5791086,-,hisH1,5791086
PA5143,5791083,5791676,-,hisB,5791676
PA5144,5791837,5792235,+,PA5144,5791837
PA5145,5792505,5793611,+,PA5145,5792505
PA5146,5793705,5795957,+,PA5146,5793705
PA5147,5795954,5797021,+,mutY,5795954
PA5148,5797065,5797337,+,PA5148,5797065
PA5149,5797365,5798447,+,PA5149,5797365
PA5149.1,5798560,5798635,+,PA5149.1,5798560
PA5150,5798693,5799430,-,PA5150,5799430
PA5151,5799589,5800278,+,PA5151,5799589
PA5152,5800527,5801300,+,PA5152,5800527
PA5153,5801315,5802067,+,PA5153,5801315
PA5154,5802129,5802824,+,PA5154,5802129
PA5155,5802821,5803513,+,PA5155,5802821
PA5156,5803582,5804802,+,PA5156,5803582
PA5157,5805206,5805676,+,PA5157,5805206
PA5158,5805680,5807158,+,PA5158,5805680
PA5159,5807173,5808357,+,PA5159,5807173
PA5160,5808368,5809897,+,PA5160,5808368
PA5160.1,5809970,5810045,+,PA5160.1,5809970
PA5161,5810281,5811339,+,rmlB,5810281
PA5162,5811336,5812244,+,rmlD,5811336
PA5163,5812241,5813122,+,rmlA,5812241
PA5164,5813122,5813667,+,rmlC,5813122
PA5165,5813727,5815565,+,PA5165,5813727
PA5166,5815562,5816950,+,PA5166,5815562
PA5167,5817191,5818186,+,PA5167,5817191
PA5168,5818202,5818834,+,PA5168,5818202
PA5169,5818831,5820114,+,PA5169,5818831
PA5170,5820910,5822358,+,arcD,5820910
PA5171,5822380,5823636,+,arcA,5822380
PA5172,5823716,5824726,+,arcB,5823716
PA5173,5824787,5825719,+,arcC,5824787
PA5174,5826135,5828039,+,PA5174,5826135
PA5175,5828086,5828907,-,cysQ,5828907
PA5176,5828904,5829470,-,PA5176,5829470
PA5177,5829596,5830261,+,PA5177,5829596
PA5178,5830313,5830750,-,PA5178,5830750
PA5179,5830924,5831805,+,PA5179,5830924
PA5180,5831902,5832741,+,PA5180,5831902
PA5181,5832749,5835070,+,PA5181,5832749
PA5181.1,5835082,5835480,-,PA5181.1,5835480
PA5182,5835380,5835895,+,PA5182,5835380
PA5183,5835994,5836401,+,PA5183,5835994
PA5183a,5836470,5836685,-,PA5183a,5836685
PA5184,5836910,5837467,+,PA5184,5836910
PA5185,5837449,5837892,-,PA5185,5837892
PA5186,5837915,5839078,-,PA5186,5839078
PA5187,5839105,5840895,-,PA5187,5840895
PA5188,5840897,5842132,-,PA5188,5842132
PA5189,5842275,5843183,+,PA5189,5842275
PA5190,5843198,5843800,-,PA5190,5843800
PA5191,5844054,5844410,+,PA5191,5844054
PA5192,5844468,5846009,-,pckA,5846009
PA5193,5846125,5847018,-,yrfI,5847018
PA5194,5847131,5847934,+,PA5194,5847131
PA5195,5847972,5848367,-,PA5195,5848367
PA5196,5848577,5849011,+,PA5196,5848577
PA5197,5849143,5850048,+,rimK,5849143
PA5198,5850239,5851162,+,PA5198,5850239
PA5199,5851239,5852558,-,amgS,5852558
PA5200,5852653,5853396,-,amgR,5853396
PA5201,5853585,5855924,+,PA5201,5853585
PA5202,5855936,5856325,+,PA5202,5855936
PA5203,5856532,5858115,+,gshA,5856532
PA5204,5858158,5859456,-,argA,5859456
PA5205,5859793,5860494,+,PA5205,5859793
PA5206,5860467,5861621,-,argE,5861621
PA5207,5861721,5862989,-,PA5207,5862989
PA5208,5863034,5863711,-,PA5208,5863711
PA5209,5863825,5865189,+,PA5209,5863825
PA5210,5865227,5867011,+,PA5210,5865227
PA5211,5867233,5867685,+,PA5211,5867233
PA5212,5867817,5868146,+,PA5212,5867817
PA5213,5868181,5871057,-,gcvP1,5871057
PA5214,5871231,5871620,-,gcvH1,5871620
PA5215,5871667,5872749,-,gcvT1,5872749
PA5216,5872900,5874519,-,PA5216,5874519
PA5217,5874587,5875585,-,PA5217,5875585
PA5218,5875653,5876567,-,PA5218,5876567
PA5219,5876664,5877857,+,PA5219,5876664
PA5220,5877896,5878717,+,PA5220,5877896
PA5221,5878754,5879971,-,PA5221,5879971
PA5222,5880000,5880482,-,PA5222,5880482
PA5223,5880487,5881671,-,ubiH,5881671
PA5224,5881679,5883013,-,pepP,5883013
PA5225,5883023,5883577,-,PA5225,5883577
PA5226,5883664,5883975,+,PA5226,5883664
PA5227,5883972,5884286,+,PA5227,5883972
PA5227.1,5884320,5884502,+,ssrS,5884320
PA5228,5884508,5885119,+,PA5228,5884508
PA5229,5885486,5885944,+,PA5229,5885486
PA5230,5885954,5887078,-,PA5230,5887078
PA5231,5887082,5889832,-,PA5231,5889832
PA5232,5889829,5890902,-,PA5232,5890902
PA5233,5891109,5891528,-,PA5233,5891528
PA5234,5891683,5892660,+,PA5234,5891683
PA5235,5892910,5894256,+,glpT,5892910
PA5236,5894293,5895261,-,PA5236,5895261
PA5237,5895261,5896727,-,PA5237,5896727
PA5238,5896806,5898794,-,PA5238,5898794
PA5239,5898865,5900124,-,rho,5900124
PA5240,5900369,5900695,-,trxA,5900695
PA5241,5900879,5902399,+,ppx,5900879
PA5242,5902386,5904596,-,ppk,5904596
PA5243,5904614,5905627,-,hemB,5905627
PA5244,5905871,5906461,+,PA5244,5905871
PA5245,5906626,5907294,+,PA5245,5906626
PA5246,5907390,5907863,+,PA5246,5907390
PA5247,5907848,5908330,-,PA5247,5908330
PA5248,5908397,5910298,-,PA5248,5910298
PA5249,5910403,5911032,-,PA5249,5911032
PA5250,5911262,5912020,-,PA5250,5912020
PA5251,5912027,5912605,-,PA5251,5912605
PA5252,5912605,5914521,-,PA5252,5914521
PA5252a,5914594,5915046,+,PA5252a,5914594
PA5253,5915043,5916101,-,algP,5916101
PA5254,5916227,5916856,+,PA5254,5916227
PA5255,5916918,5917400,-,algQ,5917400
PA5256,5917680,5918171,-,dsbH,5918171
PA5257,5918350,5919588,-,PA5257,5919588
PA5258,5919585,5920715,-,PA5258,5920715
PA5259,5920742,5921497,-,hemD,5921497
PA5260,5921494,5922435,-,hemC,5922435
PA5261,5922544,5923290,-,algR,5923290
PA5262,5923295,5924371,-,algZ,5924371
PA5263,5924596,5925990,+,argH,5924596
PA5264,5926134,5927105,-,PA5264,5927105
PA5265,5927336,5930605,-,PA5265,5930605
PA5266,5930602,5932677,-,PA5266,5932677
PA5267,5932877,5933395,-,hcpB,5933395
PA5268,5933688,5934668,-,corA,5934668
PA5269,5934770,5935045,+,PA5269,5934770
PA5270,5935064,5935945,+,PA5270,5935064
PA5271,5935988,5936221,+,PA5271,5935988
PA5272,5936370,5939222,+,cyaA,5936370
PA5273,5939263,5939976,+,PA5273,5939263
PA5274,5940020,5940424,-,rnk,5940424
PA5275,5940747,5941082,-,PA5275,5941082
PA5276,5941336,5941476,+,lppL,5941336
PA5277,5941487,5942734,+,lysA,5941487
PA5278,5942745,5943575,+,dapF,5942745
PA5279,5943606,5944307,+,PA5279,5943606
PA5280,5944327,5945238,+,sss,5944327
PA5281,5945235,5945933,+,PA5281,5945235
PA5282,5945963,5947132,-,PA5282,5947132
PA5283,5947295,5948671,+,PA5283,5947295
PA5284,5948696,5949610,-,PA5284,5949610
PA5285,5950034,5950351,-,PA5285,5950351
PA5286,5950429,5950854,-,PA5286,5950854
PA5287,5951115,5952443,-,amtB,5952443
PA5288,5952483,5952821,-,glnK,5952821
PA5289,5953261,5953521,+,PA5289,5953261
PA5290,5953562,5955055,+,PA5290,5953562
PA5291,5955180,5957165,+,PA5291,5955180
PA5292,5957208,5958257,-,pchP,5958257
PA5293,5958408,5959325,-,PA5293,5959325
PA5294,5959474,5960940,+,PA5294,5959474
PA5295,5960852,5962528,-,PA5295,5962528
PA5296,5962716,5964725,+,rep,5962716
PA5297,5964859,5966577,+,poxB,5964859
PA5298,5966706,5967278,+,PA5298,5966706
PA5299,5967286,5969145,-,PA5299,5969145
PA5300,5969355,5969765,-,cycB,5969765
PA5301,5969987,5970535,-,PA5301,5970535
PA5302,5970686,5971759,-,dadX,5971759
PA5303,5971850,5972203,-,PA5303,5972203
PA5304,5972178,5973476,-,dadA,5973476
PA5305,5973833,5974177,-,PA5305,5974177
PA5306,5974190,5974381,-,PA5306,5974381
